Market,Action,Quantity,Notes,Time
HE,SELL,1.0,Sell 1 contracts,01:05:44
MXP,BUY,1.0,Buy 1 contracts,01:05:44
ZS,SELL,1.0,Sell 1 contracts,01:05:44
HE,SELL,1.0,Sell 1 contracts,02:06:43
HE,SELL,1.0,Sell 1 contracts,10:44:29
MXP,SELL,1.0,Sell 1 contracts,10:44:29
V2TX,SELL,1.0,Sell 1 contracts,10:44:29
HE,SELL,1.0,Sell 1 contracts,15:38:21
MXP,SELL,1.0,Sell 1 contracts,15:38:21
