Market,Action,Quantity,Notes,Time
NG,SELL,1.0,Sell 1 contracts,01:10:07
FLKTB,SELL,1.0,Sell 1 contracts,01:10:07
ZS,BUY,1.0,Buy 1 contracts,01:10:07
NG,SELL,1.0,Sell 1 contracts,10:32:48
FLKTB,SELL,1.0,Sell 1 contracts,10:32:48
ZS,BUY,1.0,Buy 1 contracts,10:32:48
FLKTB,SELL,1.0,Sell 1 contracts,10:42:39
ZS,BUY,1.0,Buy 1 contracts,10:42:39
