Market,Action,Quantity,Notes,Time
JPY,SELL,1.0,Sell 1 contracts,01:06:10
ZT,BUY,1.0,Buy 1 contracts,01:06:10
ZT,SELL,1.0,Sell 1 contracts,07:29:11
