Market,Action,Quantity,Notes,Time
AUD,SELL,1.0,Sell 1 contracts,07:54:46
NG,BUY,1.0,Buy 1 contracts,07:54:46
FLKTB,BUY,2.0,Buy 2 contracts,07:54:46
3KTB,BUY,17.0,Buy 17 contracts,07:54:46
V2TX,SELL,1.0,Sell 1 contracts,07:54:46
AUD,SELL,1.0,Sell 1 contracts,10:59:15
NG,BUY,1.0,Buy 1 contracts,10:59:15
V2TX,SELL,1.0,Sell 1 contracts,10:59:15
NG,BUY,1.0,Buy 1 contracts,11:13:35
V2TX,SELL,1.0,Sell 1 contracts,11:13:35
