Market,Action,Quantity,Notes,Time
ZC,SELL,1.0,Sell 1 contracts,01:09:01
GBP,SELL,1.0,Sell 1 contracts,01:09:01
ZC,SELL,1.0,Sell 1 contracts,10:59:31
ZC,SELL,1.0,Sell 1 contracts,15:31:49
