Market,Action,Quantity,Notes,Time
AUD,SELL,1.0,Sell 1 contracts,01:31:09
CAC40,SELL,1.0,Sell 1 contracts,01:31:09
NQ,SELL,1.0,Sell 1 contracts,01:31:09
ZW,SELL,1.0,Sell 1 contracts,01:31:09
CAC40,SELL,1.0,Sell 1 contracts,11:21:29
ZW,SELL,1.0,Sell 1 contracts,11:21:29
