Market,Action,Quantity,Notes,Time
BTP,BUY,1.0,Buy 1 contracts,11:42:16
V2TX,SELL,1.0,Sell 1 contracts,11:42:16
V2TX,SELL,1.0,Sell 1 contracts,11:44:55
