Market,Action,Quantity,Notes,Time
ZS,SELL,1.0,Sell 1 contracts,00:52:01
V2TX,SELL,1.0,Sell 1 contracts,00:52:01
VIX,SELL,1.0,Sell 1 contracts,00:52:01
ZS,SELL,1.0,Sell 1 contracts,16:27:25
V2TX,SELL,1.0,Sell 1 contracts,16:27:25
VIX,SELL,1.0,Sell 1 contracts,16:27:25
