Market,Action,Quantity,Notes,Time
ZW,BUY,1.0,Buy 1 contracts,01:48:32
GBM,BUY,1.0,Buy 1 contracts,07:33:43
CAC40,ROLL,1.0,from 201704 to 201705,07:33:43
OAT,SELL,1.0,Sell 1 contracts,07:33:43
CAC40,ROLL,1.0,from 201704 to 201705,09:10:15
