Market,Action,Quantity,Notes,Time
ESTX50,SELL,1.0,Sell 1 contracts,11:35:50
NQ,BUY,1.0,Buy 1 contracts,11:35:50
ZS,SELL,1.0,Sell 1 contracts,11:35:50
V2TX,ROLL,-14.0,from 201705 to 201706,11:35:50
V2TX,SELL,1.0,Sell 1 contracts,11:35:50
ZW,BUY,1.0,Buy 1 contracts,11:35:50
NQ,BUY,1.0,Buy 1 contracts,13:57:33
ZS,SELL,1.0,Sell 1 contracts,13:57:33
ZW,BUY,1.0,Buy 1 contracts,13:57:33
NQ,BUY,1.0,Buy 1 contracts,14:09:44
