Market,Action,Quantity,Notes,Time
AUD,BUY,1.0,Buy 1 contracts,01:43:54
CL,SELL,1.0,Sell 1 contracts,01:43:54
GBP,BUY,1.0,Buy 1 contracts,01:43:54
JPY,BUY,1.0,Buy 1 contracts,01:43:54
ZS,BUY,1.0,Buy 1 contracts,01:43:54
ZB,BUY,1.0,Buy 1 contracts,01:43:54
