Market,Action,Quantity,Notes,Time
BTP,SELL,1.0,Sell 1 contracts,01:12:26
GBP,SELL,1.0,Sell 1 contracts,01:12:26
MXP,BUY,1.0,Buy 1 contracts,01:12:26
BTP,SELL,1.0,Sell 1 contracts,13:06:07
GBP,SELL,1.0,Sell 1 contracts,13:06:07
