Market,Action,Quantity,Notes,Time
NG,BUY,1.0,Buy 1 contracts,10:52:26
GC,SELL,1.0,Sell 1 contracts,10:52:26
V2TX,SELL,1.0,Sell 1 contracts,10:52:26
NG,BUY,1.0,Buy 1 contracts,16:30:10
GC,SELL,1.0,Sell 1 contracts,16:30:10
NG,BUY,1.0,Buy 1 contracts,23:53:28
