Market,Action,Quantity,Notes,Time
GBL,BUY,1.0,Buy 1 contracts,00:22:52
ZC,BUY,1.0,Buy 1 contracts,00:22:52
V2TX,SELL,1.0,Sell 1 contracts,00:22:52
VIX,ROLL,-3.0,from 201705 to 201706,00:22:52
V2TX,SELL,1.0,Sell 1 contracts,08:11:08
VIX,ROLL,-3.0,from 201705 to 201706,08:11:08
