Market,Action,Quantity,Notes,Time
ZC,SELL,1.0,Sell 1 contracts,09:29:59
ESTX50,BUY,1.0,Buy 1 contracts,09:29:59
MXP,SELL,1.0,Sell 1 contracts,09:29:59
ZS,BUY,1.0,Buy 1 contracts,09:29:59
ZC,SELL,1.0,Sell 1 contracts,09:37:16
MXP,SELL,1.0,Sell 1 contracts,09:37:16
ZS,BUY,1.0,Buy 1 contracts,09:37:16
ZC,SELL,1.0,Sell 1 contracts,11:17:15
ZS,BUY,1.0,Buy 1 contracts,11:17:15
