1975-12-31,64295.908090807985
1976-12-31,119011.38646056877
1977-12-31,308848.6937051784
1978-12-31,64751.38543518816
1979-12-31,169328.53913158228
1980-12-31,30659.37059946284
1981-12-31,226403.23565177878
1982-12-31,177225.22336400425
1983-12-31,-8166.86753886129
1984-12-31,176226.46161525536
1985-12-31,57421.65317993633
1986-12-31,139650.32455306544
1987-12-31,63865.97560270161
1988-12-31,88518.43668479321
1989-12-31,5485.773369029911
1990-12-31,135322.24717804554
1991-12-31,180105.65335675134
1992-12-31,3265.097832364117
1993-12-31,111023.85719677828
1994-12-31,39511.73459293905
1995-12-31,42577.05578368245
1996-12-31,171008.72970704324
1997-12-31,85967.1951135788
1998-12-31,83702.36895235907
1999-12-31,-58893.24066943013
2000-12-31,133746.3699389906
2001-12-31,83666.64769334534
2002-12-31,74852.02031609238
2003-12-31,121306.77551797852
2004-12-31,124622.47294704747
2005-12-31,38624.75144314696
2006-12-31,-28640.71194560622
2007-12-31,-39287.56765168943
2008-12-31,165262.66014445867
2009-12-31,-10978.558148126063
2010-12-31,203422.5261156066
2011-12-31,89587.69391082168
2012-12-31,79125.01082069942
2013-12-31,19453.446327248104
2014-12-31,159315.82480951492
2015-12-31,62357.32198945991
2016-12-31,6306.613958320497
