Date,Settle,Open,High,Low,Volume,Interest
2016-06-20,419.6,0.0,,,,
2016-06-21,423.6,0.0,0.0,0.0,0.0,
2016-06-22,424.45,0.0,0.0,0.0,0.0,
2016-06-23,433.05,0.0,0.0,0.0,0.0,
2016-06-24,407.35,0.0,0.0,0.0,0.0,
2016-06-27,394.8,0.0,0.0,0.0,0.0,
2016-06-28,400.65,0.0,0.0,0.0,0.0,
2016-06-29,413.25,0.0,0.0,0.0,0.0,
2016-06-30,419.1,0.0,0.0,0.0,0.0,
2016-07-01,421.8,0.0,0.0,0.0,0.0,
2016-07-04,418.55,0.0,0.0,0.0,0.0,
2016-07-05,413.85,0.0,0.0,0.0,0.0,
2016-07-06,405.6,0.0,0.0,0.0,0.0,
2016-07-07,409.8,0.0,0.0,0.0,0.0,
2016-07-08,417.25,0.0,0.0,0.0,0.0,
2016-07-11,424.15,0.0,0.0,0.0,0.0,
2016-07-12,428.9,0.0,0.0,0.0,0.0,
2016-07-13,427.7,0.0,0.0,0.0,0.0,
2016-07-14,431.5,0.0,0.0,0.0,0.0,
2016-07-15,430.85,0.0,0.0,0.0,0.0,
2016-07-18,431.7,0.0,0.0,0.0,0.0,
2016-07-19,431.15,0.0,0.0,0.0,0.0,
2016-07-20,435.45,0.0,0.0,0.0,0.0,
2016-07-21,435.2,0.0,0.0,0.0,0.0,
2016-07-22,436.6,0.0,0.0,0.0,0.0,
2016-07-25,436.05,0.0,0.0,0.0,0.0,
2016-07-26,437.3,0.0,0.0,0.0,0.0,
2016-07-27,436.25,0.0,0.0,0.0,0.0,
2016-07-28,431.15,0.0,0.0,0.0,0.0,
2016-07-29,433.2,0.0,0.0,0.0,0.0,
2016-08-01,428.3,0.0,0.0,0.0,0.0,
2016-08-02,422.05,0.0,0.0,0.0,0.0,
2016-08-03,423.95,0.0,0.0,0.0,0.0,
2016-08-04,428.8,0.0,0.0,0.0,0.0,
2016-08-05,433.45,0.0,0.0,0.0,0.0,
2016-08-08,434.35,0.0,0.0,0.0,0.0,
2016-08-09,439.1,0.0,0.0,0.0,0.0,
2016-08-10,437.45,0.0,0.0,0.0,0.0,
2016-08-11,442.15,0.0,0.0,0.0,0.0,
2016-08-12,440.75,0.0,0.0,0.0,0.0,
2016-08-15,441.05,0.0,0.0,0.0,0.0,
2016-08-16,437.95,0.0,0.0,0.0,0.0,
2016-08-17,434.1,0.0,0.0,0.0,0.0,
2016-08-18,438.25,0.0,0.0,0.0,0.0,
2016-08-19,435.55,0.0,0.0,0.0,0.0,
2016-08-22,434.7,0.0,0.0,0.0,0.0,
2016-08-23,439.35,0.0,0.0,0.0,0.0,
2016-08-24,439.25,0.0,0.0,0.0,0.0,
2016-08-25,437.05,0.0,0.0,0.0,0.0,
2016-08-26,440.1,0.0,0.0,0.0,0.0,
2016-08-29,439.3,0.0,0.0,0.0,0.0,
2016-08-30,443.0,0.0,0.0,0.0,0.0,
2016-08-31,441.6,0.0,0.0,0.0,0.0,
2016-09-01,441.05,0.0,0.0,0.0,0.0,
2016-09-02,450.8,0.0,0.0,0.0,0.0,
2016-09-05,451.35,0.0,0.0,0.0,0.0,
2016-09-06,448.3,0.0,0.0,0.0,0.0,
2016-09-07,450.5,0.0,0.0,0.0,0.0,
2016-09-08,446.7,0.0,0.0,0.0,0.0,
2016-09-09,440.3,0.0,0.0,0.0,0.0,
2016-09-12,435.05,435.55,435.55,435.55,4.0,
2016-09-13,430.2,0.0,0.0,0.0,0.0,
2016-09-14,428.8,431.75,431.75,431.75,8.0,4.0
2016-09-15,431.0,428.7,428.7,428.7,6.0,12.0
2016-09-16,426.9,0.0,0.0,0.0,0.0,18.0
2016-09-19,432.5,0.0,0.0,0.0,0.0,18.0
2016-09-20,432.3,0.0,0.0,0.0,0.0,18.0
2016-09-21,435.35,436.8,436.8,436.8,2.0,18.0
2016-09-22,443.35,0.0,0.0,0.0,0.0,20.0
2016-09-23,442.35,441.95,441.95,441.95,4.0,20.0
2016-09-26,435.75,0.0,0.0,0.0,0.0,16.0
2016-09-27,435.75,0.0,0.0,0.0,0.0,16.0
2016-09-28,438.2,0.0,0.0,0.0,0.0,16.0
2016-09-29,439.45,0.0,0.0,0.0,0.0,16.0
2016-09-30,440.2,0.0,0.0,0.0,0.0,16.0
2016-10-03,440.9,442.0,442.0,441.95,4.0,16.0
2016-10-04,446.25,445.0,445.1,443.05,5.0,20.0
2016-10-05,444.05,0.0,0.0,0.0,0.0,22.0
2016-10-06,442.85,443.45,443.45,443.45,1.0,23.0
2016-10-07,438.1,0.0,0.0,0.0,0.0,22.0
2016-10-10,443.3,442.8,442.8,442.5,4.0,22.0
2016-10-11,439.3,443.25,443.25,442.95,4.0,25.0
2016-10-12,438.75,0.0,0.0,0.0,0.0,30.0
2016-10-13,433.35,435.35,435.35,435.2,4.0,30.0
2016-10-14,438.75,440.45,440.45,438.95,5.0,30.0
2016-10-17,436.3,436.8,436.8,436.8,1.0,38.0
2016-10-18,441.45,0.0,0.0,0.0,0.0,37.0
2016-10-20,444.3,0.0,0.0,0.0,0.0,38.0
2016-10-21,445.65,0.0,0.0,0.0,0.0,38.0
2016-10-24,448.0,449.0,449.0,449.0,1.0,38.0
2016-10-25,447.55,446.9,447.5,446.9,2.0,39.0
2016-10-26,444.15,441.95,443.45,441.95,3.0,38.0
2016-10-27,444.5,446.95,446.95,442.75,7.0,35.0
2016-10-28,444.15,443.75,443.75,443.75,1.0,33.0
2016-10-31,441.35,0.0,0.0,0.0,0.0,34.0
2016-11-01,438.5,437.65,437.65,437.65,1.0,34.0
2016-11-02,432.5,0.0,0.0,0.0,0.0,34.0
2016-11-03,431.05,435.5,435.5,435.5,1.0,33.0
2016-11-04,429.25,0.0,0.0,0.0,0.0,34.0
2016-11-07,436.95,436.6,437.1,436.6,4.0,34.0
2016-11-08,438.9,436.8,436.8,436.8,2.0,35.0
2016-11-09,443.1,439.45,442.75,439.45,3.0,40.0
2016-11-10,440.1,447.5,447.5,439.4,22.0,43.0
2016-11-11,435.5,438.9,439.15,437.35,5.0,50.0
2016-11-14,436.85,0.0,0.0,0.0,0.0,48.0
2016-11-15,440.6,439.35,440.95,439.35,10.0,48.0
2016-11-16,439.7,0.0,0.0,0.0,0.0,52.0
2016-11-17,441.85,439.3,439.3,439.3,5.0,52.0
2016-11-18,440.7,0.0,0.0,0.0,0.0,52.0
2016-11-21,443.05,443.9,443.9,443.9,2.0,52.0
2016-11-22,446.4,446.8,448.0,446.8,9.0,54.0
2016-11-23,446.45,446.25,446.25,444.95,3.0,54.0
2016-11-24,447.45,0.0,0.0,0.0,0.0,52.0
2016-11-25,448.0,0.0,0.0,0.0,0.0,52.0
2016-11-28,442.7,442.9,442.95,441.95,15.0,52.0
2016-11-29,442.55,0.0,0.0,0.0,0.0,51.0
2016-11-30,447.2,444.1,448.6,444.1,11.0,51.0
2016-12-01,443.65,442.85,442.85,442.85,1.0,58.0
2016-12-02,439.65,438.8,438.8,438.8,1.0,57.0
2016-12-05,444.55,444.9,444.9,444.9,1.0,58.0
2016-12-06,449.35,448.9,449.75,448.75,5.0,59.0
2016-12-07,452.25,0.0,0.0,0.0,0.0,64.0
2016-12-08,456.75,456.2,456.2,455.9,4.0,64.0
2016-12-09,459.8,0.0,0.0,0.0,0.0,68.0
2016-12-12,460.5,461.0,462.1,459.5,12.0,68.0
2016-12-13,463.75,461.3,464.2,461.3,7.0,72.0
2016-12-14,462.3,463.45,464.3,462.6,4.0,74.0
2016-12-15,466.55,464.0,465.25,464.0,5.0,75.0
2016-12-16,467.7,466.0,468.15,466.0,14.0,78.0
2016-12-19,470.45,468.35,469.45,468.2,4.0,81.0
2016-12-20,474.15,471.0,473.5,471.0,5.0,81.0
2016-12-21,473.3,473.5,473.5,472.5,4.0,82.0
2016-12-22,472.6,472.25,472.5,471.9,5.0,83.0
2016-12-23,472.95,472.9,473.5,472.9,2.0,84.0
2016-12-27,473.65,0.0,0.0,0.0,0.0,84.0
2016-12-28,474.25,474.0,474.0,472.5,2.0,84.0
2016-12-29,472.55,0.0,0.0,0.0,0.0,85.0
2016-12-30,473.15,473.0,473.0,473.0,1.0,86.0
2017-01-02,476.5,474.6,476.9,474.6,5.0,85.0
2017-01-03,477.85,478.5,478.5,477.25,3.0,86.0
2017-01-04,477.55,479.7,479.7,476.9,8.0,88.0
2017-01-05,476.9,476.6,477.4,476.6,24.0,84.0
2017-01-06,476.45,476.55,476.8,475.25,61.0,105.0
2017-01-09,474.45,477.5,477.5,473.6,6.0,132.0
2017-01-10,474.15,473.45,473.45,473.45,12.0,131.0
2017-01-11,476.05,475.55,477.9,475.55,32.0,143.0
2017-01-12,472.55,474.3,475.3,472.0,42.0,147.0
2017-01-13,477.6,475.75,477.15,475.75,9.0,142.0
2017-01-16,473.6,0.0,0.0,0.0,0.0,142.0
2017-01-17,471.25,470.75,472.8,470.75,95.0,142.0
2017-01-18,474.2,472.9,473.95,472.9,24.0,153.0
2017-01-19,474.1,473.4,473.4,473.4,20.0,232.0
2017-01-20,475.4,474.4,476.25,474.4,28.0,232.0
2017-01-23,472.3,476.0,476.0,472.1,55.0,223.0
2017-01-24,472.4,472.1,474.8,472.0,20.0,274.0
2017-01-25,477.4,476.75,477.5,476.75,2.0,288.0
2017-01-26,475.75,477.45,477.45,475.0,7.0,294.0
2017-01-27,475.25,475.7,475.7,474.85,4.0,296.0
2017-01-30,468.85,471.4,471.4,468.4,13.0,297.0
2017-01-31,466.1,467.5,467.5,467.5,1.0,302.0
2017-02-01,469.05,469.4,470.8,469.4,2.0,302.0
2017-02-02,471.6,473.0,473.0,473.0,1.0,304.0
2017-02-03,475.35,471.9,476.35,471.8,7.0,305.0
2017-02-06,471.45,476.3,476.3,471.25,4.0,311.0
2017-02-07,473.75,471.9,474.0,471.9,2.0,311.0
2017-02-08,472.95,0.0,0.0,0.0,0.0,311.0
2017-02-09,478.5,476.5,479.6,476.5,10.0,311.0
2017-02-10,479.55,480.3,480.3,478.45,17.0,318.0
2017-02-13,484.05,484.3,484.6,484.0,16.0,334.0
2017-02-14,484.6,485.75,485.9,485.75,51.0,349.0
2017-02-15,486.6,485.85,485.85,484.7,95.0,349.0
2017-02-16,485.3,485.75,485.85,485.1,124.0,445.0
2017-02-17,490.25,483.25,493.65,483.25,27.0,564.0
2017-02-20,486.8,490.0,490.0,485.6,10.0,572.0
2017-02-21,489.7,487.55,490.6,487.55,8.0,581.0
