Date,Settle,Open,High,Low,Volume,Interest
2017-02-20,487.6,0.0,,,,
2017-02-21,490.55,0.0,0.0,0.0,0.0,
2017-02-22,491.05,492.0,492.0,492.0,1.0,
2017-02-23,489.6,0.0,0.0,0.0,0.0,1.0
2017-02-24,486.85,0.0,0.0,0.0,0.0,1.0
2017-02-27,486.75,0.0,0.0,0.0,0.0,1.0
2017-02-28,487.35,486.2,486.2,486.2,1.0,1.0
2017-03-01,496.95,492.6,493.05,492.6,5.0,2.0
2017-03-02,495.6,495.25,495.25,495.25,5.0,6.0
2017-03-03,497.75,494.2,497.65,494.2,12.0,11.0
2017-03-06,495.55,497.35,497.35,497.3,2.0,12.0
2017-03-07,494.85,495.95,495.95,495.95,5.0,14.0
2017-03-08,494.7,494.0,494.0,494.0,25.0,19.0
2017-03-09,499.65,497.4,499.1,497.4,3.0,41.0
2017-03-10,503.1,0.0,0.0,0.0,0.0,42.0
2017-03-13,503.85,0.0,0.0,0.0,0.0,42.0
2017-03-14,502.1,502.5,502.5,501.0,2.0,42.0
2017-03-15,503.8,503.65,505.35,503.65,16.0,41.0
2017-03-16,506.6,508.55,508.55,508.55,1.0,36.0
2017-03-17,508.35,506.55,509.0,506.55,5.0,36.0
2017-03-20,507.2,507.5,507.5,507.5,5.0,38.0
2017-03-21,505.65,509.05,509.05,503.8,57.0,38.0
2017-03-22,501.6,500.0,502.45,499.0,4.0,86.0
2017-03-23,504.8,502.55,503.45,502.55,201.0,89.0
2017-03-24,503.7,503.7,504.4,502.25,105.0,289.0
2017-03-27,502.0,499.2,502.75,499.2,2.0,370.0
2017-03-28,504.8,501.8,506.45,501.8,24.0,370.0
2017-03-29,506.25,505.6,506.15,505.6,2.0,380.0
2017-03-30,508.35,0.0,0.0,0.0,0.0,382.0
2017-03-31,509.2,507.8,509.75,506.5,6.0,382.0
2017-04-03,506.25,511.0,511.0,507.7,40.0,382.0
2017-04-04,506.95,505.85,505.85,505.65,3.0,416.0
2017-04-05,507.7,508.4,509.45,508.4,2.0,417.0
2017-04-06,509.15,505.7,509.0,504.15,723.0,418.0
2017-04-07,511.5,508.85,512.7,508.85,23.0,1141.0
2017-04-10,512.02,513.05,513.05,510.3,587.0,1140.0
2017-04-11,511.3,511.1,512.85,508.65,71.0,1358.0
2017-04-12,510.75,513.8,513.8,510.7,20.0,1350.0
2017-04-13,508.7,508.7,509.6,507.7,4136.0,1345.0
2017-04-18,503.65,509.5,509.95,502.0,33503.0,4689.0
2017-04-19,505.4,504.45,508.4,503.0,42373.0,27553.0
2017-04-20,505.8,504.05,508.2,503.15,25377.0,54209.0
2017-04-21,506.25,507.3,507.8,504.2,42953.0,66988.0
2017-04-24,518.25,514.35,519.8,513.9,46826.0,71908.0
2017-04-25,518.55,519.1,521.25,518.05,28517.0,75591.0
2017-04-26,518.9,519.65,519.75,517.0,23440.0,73852.0
2017-04-27,517.0,517.2,518.3,516.1,21450.0,73719.0
2017-04-28,516.65,516.85,517.75,515.55,22808.0,72600.0
2017-05-02,521.0,517.05,521.85,516.9,23217.0,74107.0
2017-05-03,520.7,520.5,521.8,519.3,14661.0,74969.0
2017-05-04,524.4,521.5,524.95,521.4,26956.0,72100.0
2017-05-05,529.5,523.75,531.3,522.8,27298.0,74404.0
2017-05-08,530.5,531.85,532.15,527.95,26549.0,74973.0
2017-05-09,532.45,530.95,534.05,530.9,20421.0,75972.0
2017-05-10,533.35,532.35,534.2,531.7,22764.0,74323.0
2017-05-11,531.95,533.75,534.95,530.15,27005.0,73982.0
