Date,Settle,Open,High,Low,Volume,Interest
2017-04-24,516.7,0.0,,,,
2017-04-25,517.0,0.0,0.0,0.0,0.0,
2017-04-26,517.35,0.0,0.0,0.0,0.0,
2017-04-27,515.45,0.0,0.0,0.0,0.0,
2017-04-28,515.1,0.0,0.0,0.0,0.0,
2017-05-02,519.45,519.75,519.75,519.75,1.0,
2017-05-03,519.15,518.4,518.4,518.4,5.0,1.0
2017-05-04,522.85,521.0,521.0,521.0,1.0,6.0
2017-05-05,527.95,0.0,0.0,0.0,0.0,6.0
2017-05-08,528.95,0.0,0.0,0.0,0.0,6.0
2017-05-09,530.9,0.0,0.0,0.0,0.0,6.0
2017-05-10,531.8,530.75,531.6,530.7,15.0,6.0
2017-05-11,530.4,0.0,0.0,0.0,0.0,19.0
2017-05-12,531.05,0.0,0.0,0.0,0.0,19.0
2017-05-15,532.5,0.0,0.0,0.0,0.0,19.0
2017-05-16,532.85,532.5,532.5,531.7,9.0,19.0
2017-05-17,526.2,530.65,531.2,525.7,80.0,25.0
2017-05-18,523.15,518.2,525.0,518.2,22.0,82.0
2017-05-19,525.4,524.5,524.5,523.0,5.0,93.0
2017-05-23,526.85,0.0,0.0,0.0,0.0,97.0
2017-05-24,526.55,526.85,526.85,526.85,1.0,97.0
2017-05-25,526.1,523.95,525.9,523.95,2.0,97.0
2017-05-26,526.7,524.4,525.95,524.4,5.0,98.0
2017-05-29,526.4,525.45,526.45,525.45,5.0,101.0
2017-05-31,522.8,524.5,526.1,522.65,128.0,137.0
