Date,Settle,Open,High,Low,Last,Change,Volume,Previous Day Open Interest
2013-08-12,0.01093,0.0,0.0,0.0,,,0.0,0.0
2013-08-13,0.010788,0.0,0.0,0.0,,,0.0,0.0
2013-08-14,0.010792,0.0,0.0,0.0,,,0.0,0.0
2013-08-15,0.010895,0.0,0.0,0.0,,,0.0,0.0
2013-08-16,0.010897,0.0,0.0,0.0,,,0.0,0.0
2013-08-19,0.010896,0.0,0.0,0.0,,,0.0,0.0
2013-08-20,0.01092,0.0,0.0,0.0,,,0.0,0.0
2013-08-21,0.010866,0.0,0.0,0.0,,,0.0,0.0
2013-08-22,0.010808,0.0,0.0,0.0,,,0.0,0.0
2013-08-23,0.010773,0.0,0.0,0.0,,,0.0,0.0
2013-08-26,0.010764,0.0,0.0,0.0,,,0.0,0.0
2013-08-27,0.010922,0.0,0.0,0.0,,,0.0,0.0
2013-08-28,0.010879,0.0,0.0,0.0,,,0.0,0.0
2013-08-29,0.010811,0.0,0.0,0.0,,,0.0,0.0
2013-08-30,0.010815,0.0,0.0,0.0,,,0.0,0.0
2013-09-03,0.010682,0.0,0.0,0.0,,,0.0,0.0
2013-09-04,0.010654,0.0,0.0,0.0,,,0.0,0.0
2013-09-05,0.010645,0.0,0.0,0.0,,,0.0,0.0
2013-09-06,0.010716,0.0,0.0,0.0,,,0.0,0.0
2013-09-09,0.010671,0.0,0.0,0.0,,,0.0,0.0
2013-09-10,0.010607,0.0,0.0,0.0,,,0.0,0.0
2013-09-11,0.010643,0.0,0.0,0.0,,,0.0,0.0
2013-09-12,0.010679,0.0,0.0,0.0,,,0.0,0.0
2013-09-13,0.010707,0.0,0.0,0.0,,,0.0,0.0
2013-09-16,0.010683,0.0,0.0,0.0,,,0.0,0.0
2013-09-17,0.010686,0.0,0.0,0.0,,,0.0,0.0
2013-09-18,0.010822,0.0,0.0,0.0,,,0.0,0.0
2013-09-19,0.010622,0.0,0.0,0.0,,,0.0,0.0
2013-09-20,0.010611,0.0,0.0,0.0,,,0.0,0.0
2013-09-23,0.010662,0.0,0.0,0.0,,,0.0,0.0
2013-09-24,0.010656,0.0,0.0,0.0,,,0.0,0.0
2013-09-25,0.010682,0.0,0.0,0.0,,,0.0,0.0
2013-09-26,0.010647,0.0,0.0,0.0,,,0.0,0.0
