1975-01-31,187.98013160162955
1975-02-28,-1246.2832403510638
1975-03-31,347.28712744459074
1975-04-30,15782.757066985147
1975-05-31,-8561.218634867624
1975-06-30,10347.798314882275
1975-07-31,-1973.1031646326646
1975-08-31,18391.39774235446
1975-09-30,67542.19133986528
1975-10-31,-11175.759018842884
1975-11-30,15095.456504012047
1975-12-31,-18954.559835127067
1976-01-31,-1172.911977506068
1976-02-29,-8988.558664339282
1976-03-31,-19116.510634865263
1976-04-30,25659.888950301014
1976-05-31,13883.907941559504
1976-06-30,8292.047432684329
1976-07-31,62023.19411488961
1976-08-31,30569.36335346746
1976-09-30,43638.016095570856
1976-10-31,10455.928723048823
1976-11-30,-4187.124443427616
1976-12-31,-3157.671696781522
1977-01-31,3130.7818152503164
1977-02-28,10760.74416354677
1977-03-31,34792.00873279167
1977-04-30,-5707.481055198913
1977-05-31,-25558.53345012859
1977-06-30,61311.1253377611
1977-07-31,57447.77382964254
1977-08-31,-20166.1992942852
1977-09-30,63492.984481335145
1977-10-31,189433.3405264307
1977-11-30,1898.65203803052
1977-12-31,58528.43073925774
1978-01-31,-34601.75146998456
1978-02-28,1730.3901612672953
1978-03-31,-6430.964109455925
1978-04-30,-18461.574603079564
1978-05-31,-1102.7143177488879
1978-06-30,2821.2880577584474
1978-07-31,84543.1213792311
1978-08-31,1873.152809409236
1978-09-30,467.51178904668814
1978-10-31,99180.98640367626
1978-11-30,-69224.02004531355
1978-12-31,14604.698879943735
1979-01-31,-7912.26099452862
1979-02-28,2679.5428060616177
1979-03-31,53705.4100482638
1979-04-30,50920.881832780084
1979-05-31,-12660.553652102379
1979-06-30,29561.603493061535
1979-07-31,7706.747201445745
1979-08-31,18618.1911953947
1979-09-30,49391.098495880164
1979-10-31,65701.14400202241
1979-11-30,39078.95388388834
1979-12-31,-14512.331209951783
1980-01-31,109074.39410177908
1980-02-29,47114.77947862277
1980-03-31,-20553.47702090074
1980-04-30,-21652.974813875495
1980-05-31,21046.712139150884
1980-06-30,3105.0129788631602
1980-07-31,-30477.30030134753
1980-08-31,-931.5047630167028
1980-09-30,-19082.461288945706
1980-10-31,4333.540677798286
1980-11-30,-34911.15347828188
1980-12-31,-6899.971222983419
1981-01-31,22901.063434463875
1981-02-28,40041.1534392135
1981-03-31,-27066.589669313013
1981-04-30,68603.87088265189
1981-05-31,50618.97064357563
1981-06-30,127728.94295570906
1981-07-31,105225.62525298815
1981-08-31,-27787.752045490954
1981-09-30,-21115.294866914774
1981-10-31,-36642.68085066265
1981-11-30,-6956.040695068036
1981-12-31,-12751.377505160359
1982-01-31,39312.62554495672
1982-02-28,61894.98575039781
1982-03-31,83985.07973714909
1982-04-30,-51090.23257166356
1982-05-31,18759.706282797066
1982-06-30,52777.10257205274
1982-07-31,-16784.26347660846
1982-08-31,-5696.239043969227
1982-09-30,-4177.377942048354
1982-10-31,29515.921574074928
1982-11-30,-24006.703554712018
1982-12-31,4924.374447434183
1983-01-31,18031.78142981605
1983-02-28,7000.504571834334
1983-03-31,-6640.508162413596
1983-04-30,5379.471949881869
1983-05-31,-36585.69352846129
1983-06-30,-21831.400813808978
1983-07-31,24420.759667912396
1983-08-31,-2252.3932581314893
1983-09-30,-15976.660026393294
1983-10-31,-3020.8026356343707
1983-11-30,-19937.317401146647
1983-12-31,6631.646180413878
1984-01-31,6202.036384312613
1984-02-29,-34843.95526715535
1984-03-31,-5693.730319728209
1984-04-30,18284.411414733346
1984-05-31,25756.27221586704
1984-06-30,42514.87393982032
1984-07-31,67031.5520885183
1984-08-31,-21504.840876007795
1984-09-30,29471.07464097322
1984-10-31,52262.785730103125
1984-11-30,10111.753946659119
1984-12-31,66884.7795080675
1985-01-31,36445.84073291777
1985-02-28,-10822.370400090484
1985-03-31,-41991.23668832742
1985-04-30,-1493.5436229640927
1985-05-31,53090.66906374392
1985-06-30,-4135.908596360001
1985-07-31,-15228.301512905304
1985-08-31,-3486.930173122815
1985-09-30,-28704.587435300156
1985-10-31,50981.438547358586
1985-11-30,73305.6752489161
1985-12-31,39173.370519568154
1986-01-31,-18305.573482859498
1986-02-28,102921.12667302907
1986-03-31,68118.61116483982
1986-04-30,-20348.35428606865
1986-05-31,-54409.31586607629
1986-06-30,12887.786434132671
1986-07-31,29662.829563015082
1986-08-31,36118.30990143971
1986-09-30,-61864.79520929335
1986-10-31,10091.757142134538
1986-11-30,16892.50584093563
1986-12-31,37758.42710168286
1987-01-31,41780.89163236229
1987-02-28,37939.33782162953
1987-03-31,-17308.75756189828
1987-04-30,5311.2074729290325
1987-05-31,6704.923367861586
1987-06-30,-5390.024303988845
1987-07-31,-5408.820466679734
1987-08-31,5557.221219246261
1987-09-30,-44855.21000877944
1987-10-31,-27438.942094387046
1987-11-30,26047.079942202727
1987-12-31,30018.63686898777
1988-01-31,-21937.72917909112
1988-02-29,34768.457195224735
1988-03-31,-2590.132105998293
1988-04-30,-2912.5734978200285
1988-05-31,33016.180573664744
1988-06-30,29612.249845306425
1988-07-31,-23913.85703852543
1988-08-31,901.3687351826343
1988-09-30,25785.007441184134
1988-10-31,10927.587417989576
1988-11-30,21517.50094359231
1988-12-31,-10539.282125374722
1989-01-31,22898.3530946944
1989-02-28,-34617.185971083985
1989-03-31,1188.4260062266094
1989-04-30,-4088.1761329170404
1989-05-31,86271.70041293015
1989-06-30,-3676.6075852772365
1989-07-31,13486.097490727403
1989-08-31,-29758.203389828395
1989-09-30,-7754.063097800309
1989-10-31,-2045.850713007825
1989-11-30,-16048.512815901471
1989-12-31,10106.281158231592
