Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2017-03-29,282.2,0.65,282.7,282.8,281.45,107890.0,270368.0
2017-03-30,282.15,-0.05,282.55,283.6,281.45,146596.0,269326.0
2017-03-31,281.7,-0.45,282.3,282.6,281.25,123251.0,269932.0
2017-04-03,282.0,0.3,282.1,283.2,281.55,121690.0,270502.0
2017-04-04,281.45,-0.55,281.8,282.35,280.85,119074.0,273362.0
2017-04-05,280.95,-0.5,281.5,281.85,279.15,223520.0,271057.0
2017-04-06,280.0,-0.95,280.0,280.1,278.5,224077.0,274139.0
2017-04-07,279.35,-0.65,280.25,280.45,278.15,253113.0,276059.0
2017-04-10,277.75,-1.6,279.3,279.4,277.1,214420.0,275348.0
2017-04-11,276.0,-1.75,276.95,277.75,275.45,232163.0,272159.0
2017-04-12,277.05,1.05,276.4,277.05,275.75,166666.0,268442.0
2017-04-13,279.25,2.2,276.95,279.25,276.3,277366.0,267918.0
2017-04-14,277.8,-1.45,278.15,278.55,276.2,196643.0,267428.0
2017-04-17,278.75,0.95,278.45,279.6,277.85,164557.0,268967.0
2017-04-18,278.45,-0.3,279.9,280.1,277.55,188528.0,268091.0
2017-04-19,276.95,-1.5,277.75,278.55,276.25,205736.0,267697.0
2017-04-20,278.35,1.4,276.45,278.35,276.0,170331.0,268360.0
2017-04-21,280.8,2.45,279.4,281.15,279.0,172513.0,269608.0
2017-04-24,281.95,1.15,282.0,282.6,281.3,127054.0,271683.0
2017-04-25,285.3,3.35,282.15,285.4,282.1,205637.0,288494.0
2017-04-26,286.55,1.25,286.1,287.35,285.85,183116.0,294588.0
2017-04-27,287.45,0.9,286.55,287.55,286.15,152103.0,289044.0
2017-04-28,287.9,0.45,287.5,288.9,287.3,180746.0,288184.0
2017-05-01,287.9,0.45,287.5,288.9,287.3,185967.0,288184.0
2017-05-02,290.15,2.25,289.1,291.65,288.65,209155.0,286564.0
2017-05-03,290.15,2.25,289.1,291.65,288.65,213534.0,286564.0
2017-05-04,292.85,2.7,290.95,292.85,290.8,154661.0,292409.0
2017-05-05,292.85,2.7,290.95,292.85,290.8,159146.0,292409.0
2017-05-08,300.8,7.95,293.05,300.8,292.95,303136.0,300394.0
2017-05-09,300.8,7.95,293.05,300.8,292.95,313622.0,300394.0
2017-05-10,296.55,-4.25,300.8,305.6,295.85,514035.0,298022.0
2017-05-11,300.2,3.65,298.1,300.6,296.85,380171.0,282684.0
