Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2016-09-14,251.2,-2.2,251.2,251.2,251.2,1.0,824.0
2016-09-15,251.2,-2.2,251.2,251.2,251.2,1.0,824.0
2016-09-16,251.2,-2.2,251.2,251.2,251.2,1.0,824.0
2016-09-19,252.95,1.75,252.6,252.95,252.4,7.0,819.0
2016-09-20,253.5,0.55,253.0,253.5,252.95,6.0,816.0
2016-09-21,254.9,1.4,254.2,254.9,254.2,4.0,816.0
2016-09-22,254.9,0.0,0.0,0.0,0.0,0.0,816.0
2016-09-23,256.95,30.0,256.9,257.6,256.9,8.0,821.0
2016-09-26,256.95,0.0,0.0,0.0,0.0,0.0,821.0
2016-09-27,258.0,1.9,256.25,258.5,256.25,19.0,834.0
2016-09-28,257.2,-0.8,257.2,257.3,257.2,9.0,843.0
2016-09-29,259.15,1.95,258.85,259.65,258.85,26.0,891.0
2016-09-30,256.25,-2.9,257.0,257.6,256.25,6.0,895.0
2016-10-03,256.25,-2.9,257.0,257.6,256.25,6.0,895.0
2016-10-04,257.55,1.3,257.25,258.05,257.25,7.0,915.0
2016-10-05,257.45,-0.1,255.5,257.65,255.2,9.0,913.0
2016-10-06,259.15,1.7,259.35,259.35,258.4,5.0,916.0
2016-10-07,258.45,-0.7,258.85,258.85,258.45,4.0,916.0
2016-10-10,259.1,0.65,256.6,259.2,256.6,7.0,920.0
2016-10-11,257.35,-1.75,259.1,259.1,257.35,8.0,920.0
2016-10-12,257.35,0.0,0.0,0.0,0.0,0.0,920.0
2016-10-13,254.2,0.0,0.0,0.0,0.0,200.0,1120.0
2016-10-14,253.8,1.7,254.1,254.35,253.8,4.0,1123.0
2016-10-17,252.7,-1.1,254.1,254.1,252.15,13.0,1124.0
2016-10-18,252.7,0.0,0.0,0.0,0.0,0.0,1147.0
2016-10-19,253.8,-2.15,253.8,253.8,253.8,1.0,1149.0
2016-10-20,253.8,0.0,0.0,0.0,0.0,0.0,1149.0
2016-10-21,256.4,0.0,0.0,0.0,0.0,0.0,1147.0
2016-10-24,257.35,1.85,257.0,257.35,257.0,2.0,1148.0
2016-10-25,257.35,0.0,0.0,0.0,0.0,0.0,1148.0
2016-10-26,256.7,0.0,0.0,0.0,0.0,0.0,1122.0
2016-10-27,253.6,0.0,0.0,0.0,0.0,250.0,1322.0
2016-10-28,254.95,0.15,254.95,254.95,254.95,3.0,1319.0
2016-10-31,254.35,-0.6,253.8,254.6,253.8,8.0,1313.0
2016-11-01,253.8,-0.55,253.85,253.85,252.55,16.0,1297.0
2016-11-02,253.8,0.0,0.0,0.0,0.0,0.0,1297.0
2016-11-03,251.0,0.0,0.0,0.0,0.0,500.0,1797.0
2016-11-04,251.55,0.0,0.0,0.0,0.0,0.0,1797.0
2016-11-07,250.9,0.0,0.0,0.0,0.0,0.0,1797.0
2016-11-08,253.65,0.6,253.85,254.1,253.4,35.0,1975.0
2016-11-09,246.3,-7.35,251.0,251.0,245.0,8.0,1972.0
2016-11-10,252.0,5.7,252.0,252.0,252.0,2.0,1971.0
2016-11-11,250.3,-1.7,263.45,263.45,250.3,10.0,1973.0
2016-11-14,250.3,0.0,0.0,0.0,0.0,0.0,1973.0
2016-11-15,248.5,0.0,0.0,0.0,0.0,0.0,1973.0
2016-11-16,249.05,1.65,249.0,249.05,249.0,5.0,1973.0
2016-11-17,249.05,0.0,0.0,0.0,0.0,0.0,1905.0
2016-11-18,248.8,0.7,248.8,248.8,248.8,1.0,1903.0
2016-11-21,248.45,-0.35,249.7,249.7,248.05,11.0,1876.0
2016-11-22,248.45,0.0,0.0,0.0,0.0,0.0,1876.0
2016-11-23,250.45,0.0,0.0,0.0,0.0,0.0,1876.0
2016-11-24,251.25,-0.2,251.25,251.25,251.25,1.0,1877.0
2016-11-25,251.25,0.0,0.0,0.0,0.0,0.0,1877.0
2016-11-28,251.55,1.4,250.65,251.55,250.65,3.0,1879.0
2016-11-29,251.55,0.0,0.0,0.0,0.0,0.0,2573.0
2016-11-30,251.8,1.0,251.85,251.9,251.8,11.0,2578.0
2016-12-01,252.55,0.75,251.8,252.55,251.8,3.0,2645.0
2016-12-02,250.2,-2.35,250.2,250.2,250.2,4.0,2762.0
2016-12-05,250.05,-0.15,249.8,250.6,249.8,9.0,2791.0
2016-12-06,253.0,2.95,252.35,253.5,252.25,61.0,2832.0
2016-12-07,253.9,0.9,254.0,254.3,253.35,24.0,2984.0
2016-12-08,258.3,4.4,256.0,258.3,256.0,104.0,2924.0
2016-12-09,258.8,0.5,258.3,258.8,257.95,111.0,3095.0
2016-12-12,258.3,-0.5,259.2,261.15,257.7,132.0,3113.0
2016-12-13,258.8,0.5,258.3,259.0,258.0,64.0,3129.0
2016-12-14,259.25,0.45,259.9,260.5,259.0,90.0,3874.0
2016-12-15,259.0,-0.25,257.85,259.5,257.8,155.0,3910.0
2016-12-16,259.75,0.75,258.8,259.75,258.5,108.0,3920.0
2016-12-19,259.6,-0.15,259.0,260.05,259.0,94.0,3945.0
2016-12-20,260.0,0.4,260.0,260.5,259.65,283.0,4034.0
2016-12-21,259.8,-0.2,261.1,261.55,259.8,228.0,4193.0
2016-12-22,259.4,-0.4,259.95,260.15,259.4,86.0,4224.0
2016-12-23,259.2,-0.2,259.45,259.6,259.05,92.0,4247.0
2016-12-26,259.45,0.25,259.25,259.6,259.05,36.0,4250.0
2016-12-27,259.85,0.4,259.55,260.05,259.5,57.0,4252.0
2016-12-28,260.95,1.1,260.6,261.35,260.6,111.0,4251.0
2016-12-29,260.9,-0.05,260.55,260.95,260.0,207.0,4568.0
2016-12-30,260.9,-0.05,260.55,260.95,260.0,407.0,4568.0
2017-01-02,261.75,0.85,260.95,262.5,260.0,271.0,4541.0
2017-01-03,263.9,2.15,262.4,263.9,262.05,366.0,4616.0
2017-01-04,264.05,0.15,263.55,264.1,263.55,427.0,4554.0
2017-01-05,263.0,-1.05,263.6,263.95,263.0,348.0,4650.0
2017-01-06,264.25,1.25,263.6,264.7,263.6,206.0,4960.0
2017-01-09,264.7,0.45,264.6,265.25,264.4,104.0,4981.0
2017-01-10,264.65,-0.05,264.0,264.85,263.9,189.0,5074.0
2017-01-11,269.65,5.0,265.3,270.1,265.3,661.0,5068.0
2017-01-12,269.5,-0.15,269.6,270.5,269.45,320.0,5106.0
2017-01-13,269.35,-0.15,269.35,269.85,269.25,170.0,5124.0
2017-01-16,267.95,-1.4,269.05,269.7,267.0,240.0,5259.0
2017-01-17,268.85,0.9,268.15,269.8,268.15,226.0,5244.0
2017-01-18,268.75,-0.1,269.1,269.45,266.8,300.0,5313.0
2017-01-19,268.6,-0.15,270.0,271.4,267.6,429.0,5318.0
2017-01-20,268.1,-0.5,267.9,268.55,267.65,81.0,5322.0
2017-01-23,268.1,30.0,268.1,269.0,266.6,248.0,5318.0
2017-01-24,268.4,0.3,268.7,269.45,267.8,199.0,5921.0
2017-01-25,268.9,0.5,269.8,270.0,268.1,256.0,6500.0
2017-01-26,271.3,2.4,270.4,272.05,269.45,417.0,6691.0
2017-01-27,271.3,2.4,270.4,272.05,269.45,417.0,6691.0
2017-01-30,271.3,2.4,270.4,272.05,269.45,417.0,6691.0
2017-01-31,269.7,-1.6,271.0,271.0,269.55,281.0,6630.0
2017-02-01,270.75,1.05,270.15,270.8,270.15,234.0,7125.0
2017-02-02,269.75,-1.0,270.45,272.1,269.15,456.0,7421.0
2017-02-03,270.45,0.7,270.35,270.45,268.5,501.0,7697.0
2017-02-06,270.65,0.2,272.0,272.3,269.85,340.0,7745.0
2017-02-07,270.0,-0.65,270.5,270.55,269.5,298.0,7586.0
2017-02-08,268.65,-1.35,269.1,269.1,266.85,540.0,7700.0
2017-02-09,269.1,0.45,268.8,269.7,268.15,455.0,7733.0
2017-02-10,269.4,0.3,269.9,270.7,269.3,281.0,7851.0
2017-02-13,269.4,30.0,269.0,269.65,268.9,120.0,7946.0
2017-02-14,268.8,-0.6,270.3,270.3,268.05,364.0,8161.0
2017-02-15,269.45,0.65,268.5,270.0,268.05,419.0,8249.0
2017-02-16,269.45,30.0,270.2,270.85,269.15,311.0,8950.0
2017-02-17,269.4,-0.05,268.45,269.75,268.45,283.0,10451.0
2017-02-20,270.2,0.8,269.8,270.4,269.3,352.0,11241.0
2017-02-21,272.8,2.6,270.45,273.95,270.35,833.0,12306.0
2017-02-22,273.1,0.3,273.25,273.7,272.9,390.0,13673.0
2017-02-23,273.45,0.35,273.25,273.55,272.8,422.0,14297.0
2017-02-24,271.0,-2.45,273.15,273.5,270.7,1346.0,14858.0
2017-02-27,270.0,-1.0,271.0,271.5,269.45,815.0,15620.0
2017-02-28,270.3,0.3,270.0,271.05,269.95,964.0,15990.0
2017-03-01,270.3,0.3,270.0,271.05,269.95,964.0,15990.0
2017-03-02,273.3,3.0,272.15,273.9,272.0,2545.0,21668.0
2017-03-03,270.2,-3.1,271.8,272.2,269.65,3647.0,27772.0
2017-03-06,271.2,1.0,269.65,271.2,269.0,4656.0,50428.0
2017-03-07,272.55,1.35,271.35,273.1,270.85,9518.0,89050.0
2017-03-08,272.7,0.15,272.3,273.7,271.65,19818.0,116821.0
2017-03-09,271.65,-1.05,272.9,273.4,271.65,43803.0,131144.0
2017-03-10,272.55,0.9,271.65,273.3,270.55,126919.0,130803.0
2017-03-13,275.75,3.2,272.95,276.45,272.8,98339.0,135916.0
2017-03-14,278.0,2.25,276.75,278.15,276.45,85012.0,139279.0
2017-03-15,278.6,0.6,277.85,278.65,277.45,59483.0,141294.0
2017-03-16,280.3,1.7,281.3,281.95,279.8,96353.0,140941.0
2017-03-17,281.45,1.15,280.5,281.95,280.15,86150.0,140183.0
2017-03-20,281.5,0.05,281.6,281.65,280.25,55022.0,138927.0
2017-03-21,284.05,2.55,282.15,284.8,281.6,112590.0,141556.0
2017-03-22,282.55,-1.5,281.85,282.85,281.35,99394.0,139425.0
2017-03-23,283.2,0.65,283.8,284.5,282.8,99723.0,138490.0
2017-03-24,282.85,-0.35,283.3,284.35,282.05,91096.0,137084.0
2017-03-27,280.75,-2.1,281.2,282.2,280.35,124532.0,271581.0
2017-03-28,281.55,0.8,282.15,282.4,281.0,98671.0,270019.0
