Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2016-09-14,249.3,0.45,251.95,251.95,249.3,205.0,2617.0
2016-09-15,249.3,0.45,251.95,251.95,249.3,205.0,2617.0
2016-09-16,249.3,0.45,251.95,251.95,249.3,205.0,2617.0
2016-09-19,252.05,2.75,249.5,252.25,249.4,321.0,2742.0
2016-09-20,252.6,0.55,251.3,252.7,251.05,137.0,2960.0
2016-09-21,254.05,1.45,252.3,254.25,252.2,235.0,2997.0
2016-09-22,256.45,2.4,255.95,257.45,255.9,260.0,3076.0
2016-09-23,256.25,-0.2,256.95,256.95,256.0,175.0,3133.0
2016-09-26,255.7,-0.55,256.25,257.3,255.05,262.0,3263.0
2016-09-27,257.65,1.95,254.7,257.65,253.3,712.0,3623.0
2016-09-28,256.25,-1.4,256.9,257.05,256.15,230.0,3823.0
2016-09-29,258.3,2.05,256.85,258.85,256.85,548.0,4256.0
2016-09-30,255.5,-2.8,256.95,256.95,255.15,338.0,4215.0
2016-10-03,255.5,-2.8,256.95,256.95,255.15,338.0,4215.0
2016-10-04,256.85,1.35,256.35,257.55,256.3,287.0,4308.0
2016-10-05,256.9,0.05,255.85,257.25,254.35,407.0,4427.0
2016-10-06,258.3,1.4,258.45,259.0,257.35,296.0,4754.0
2016-10-07,257.85,-0.45,258.4,258.7,257.6,186.0,5079.0
2016-10-10,258.2,0.35,257.1,258.35,255.7,235.0,5089.0
2016-10-11,254.15,-4.05,257.55,258.2,254.1,668.0,5045.0
2016-10-12,253.65,-0.5,252.7,254.5,252.5,1143.0,5141.0
2016-10-13,251.55,-2.1,253.65,253.9,251.35,649.0,5365.0
2016-10-14,253.0,1.45,252.1,253.7,252.1,384.0,5523.0
2016-10-17,253.5,0.5,253.05,254.2,251.2,444.0,5653.0
2016-10-18,255.3,1.8,253.65,255.4,253.55,282.0,5941.0
2016-10-19,255.55,0.25,254.85,256.8,254.7,539.0,5989.0
2016-10-20,255.75,0.2,255.85,256.8,255.6,186.0,5994.0
2016-10-21,254.85,-0.9,255.4,256.05,254.45,462.0,5996.0
2016-10-24,256.65,1.8,255.3,256.8,255.3,310.0,6088.0
2016-10-25,256.05,-0.6,256.25,256.55,255.55,462.0,6069.0
2016-10-26,252.8,-3.25,255.5,255.5,251.65,1111.0,6201.0
2016-10-27,254.1,1.3,253.65,254.35,253.25,418.0,6599.0
2016-10-28,254.6,0.5,253.85,254.75,253.6,227.0,6629.0
2016-10-31,253.7,-0.9,253.1,254.2,252.55,381.0,7362.0
2016-11-01,253.7,30.0,253.25,253.75,251.05,895.0,8778.0
2016-11-02,250.45,-3.25,252.15,252.15,250.1,694.0,9304.0
2016-11-03,250.95,0.5,249.95,251.25,249.4,815.0,10370.0
2016-11-04,250.4,-0.55,250.25,251.15,249.6,605.0,10630.0
2016-11-07,252.45,2.05,252.35,253.15,251.65,559.0,11936.0
2016-11-08,253.2,0.75,253.45,253.7,251.75,625.0,12612.0
2016-11-09,247.25,-5.95,254.0,254.7,244.0,1252.0,12868.0
2016-11-10,252.5,5.25,250.95,252.85,250.5,671.0,12836.0
2016-11-11,249.95,-2.55,250.8,251.25,249.55,561.0,12977.0
2016-11-14,248.05,-1.9,249.55,250.05,247.75,739.0,13102.0
2016-11-15,246.95,-1.1,247.6,248.55,246.95,498.0,15686.0
2016-11-16,247.8,0.85,248.55,249.0,247.8,353.0,16173.0
2016-11-17,247.65,-0.15,247.25,248.05,246.2,652.0,16862.0
2016-11-18,247.75,0.1,248.25,248.3,246.65,594.0,17842.0
2016-11-21,247.1,-0.65,247.1,248.05,246.55,553.0,18263.0
2016-11-22,249.9,2.8,247.65,250.35,247.65,700.0,20045.0
2016-11-23,251.0,1.1,250.15,251.95,249.75,814.0,20270.0
2016-11-24,249.85,-1.15,250.85,251.2,249.05,709.0,21862.0
2016-11-25,249.6,-0.25,250.1,250.35,249.3,618.0,22079.0
2016-11-28,250.5,0.9,249.7,250.85,248.25,880.0,23043.0
2016-11-29,249.85,-0.65,250.2,250.65,249.7,2080.0,23387.0
2016-11-30,251.2,1.35,250.15,251.95,250.15,1619.0,23972.0
2016-12-01,251.4,0.2,251.5,252.15,251.0,1295.0,25962.0
2016-12-02,249.8,-1.6,250.65,251.0,249.4,2870.0,27597.0
2016-12-05,249.95,0.15,249.4,250.0,248.7,5573.0,50292.0
2016-12-06,252.55,2.6,251.1,253.1,251.1,11228.0,78355.0
2016-12-07,253.35,0.8,253.85,253.9,252.8,16986.0,97397.0
2016-12-08,257.5,4.15,255.65,258.0,255.5,59475.0,119094.0
2016-12-09,258.2,0.7,257.85,258.2,257.2,73430.0,120472.0
2016-12-12,257.3,-0.9,259.0,259.0,256.95,96226.0,123438.0
2016-12-13,258.0,0.7,257.75,258.4,257.35,75020.0,120546.0
2016-12-14,258.5,0.5,259.3,260.0,258.2,88514.0,123748.0
2016-12-15,258.35,-0.15,256.8,258.9,256.5,107598.0,125720.0
2016-12-16,258.5,0.15,257.9,259.15,257.7,87047.0,123629.0
2016-12-19,259.0,0.5,258.2,259.45,258.15,70946.0,123983.0
2016-12-20,259.35,0.35,259.15,259.9,258.95,67631.0,125847.0
2016-12-21,259.2,-0.15,260.15,260.95,259.15,87626.0,125115.0
2016-12-22,259.1,-0.1,259.4,259.65,258.8,59357.0,127691.0
2016-12-23,258.6,-0.5,258.8,259.1,258.45,51643.0,128936.0
2016-12-26,258.9,0.3,258.85,259.1,258.5,29087.0,128646.0
2016-12-27,259.5,0.6,258.9,259.5,258.85,33823.0,132040.0
2016-12-28,260.4,0.9,260.05,260.75,259.95,73974.0,133835.0
2016-12-29,260.05,-0.35,259.9,260.35,259.25,74134.0,134645.0
2016-12-30,260.05,-0.35,259.9,260.35,259.25,75934.0,134645.0
2017-01-02,261.2,1.15,260.05,261.9,259.25,81174.0,135393.0
2017-01-03,263.2,2.0,261.75,263.2,261.35,89599.0,136692.0
2017-01-04,263.35,0.15,263.0,263.55,262.8,72336.0,134545.0
2017-01-05,262.65,-0.7,263.05,263.35,262.3,86761.0,134598.0
2017-01-06,263.65,1.0,262.95,264.15,262.9,89902.0,136434.0
2017-01-09,264.05,0.4,263.95,264.65,263.7,83543.0,136814.0
2017-01-10,264.0,-0.05,263.2,264.3,263.2,86405.0,136411.0
2017-01-11,269.05,5.05,264.2,269.6,264.15,193691.0,144618.0
2017-01-12,268.85,-0.2,268.85,269.9,268.65,155730.0,135483.0
2017-01-13,268.65,-0.2,268.85,269.3,268.55,69894.0,135815.0
2017-01-16,267.4,-1.25,268.35,269.15,266.35,135817.0,138374.0
2017-01-17,268.4,1.0,267.45,269.25,267.4,95998.0,141911.0
2017-01-18,267.95,-0.45,268.15,268.8,266.1,130395.0,139938.0
2017-01-19,268.15,0.2,269.2,270.8,266.85,145432.0,138410.0
2017-01-20,267.6,-0.55,267.25,268.0,266.95,75514.0,139476.0
2017-01-23,267.15,-0.45,267.25,268.45,265.9,97368.0,140701.0
2017-01-24,268.0,0.85,267.55,268.9,267.0,85381.0,139385.0
2017-01-25,268.25,0.25,269.5,269.5,267.55,96884.0,138234.0
2017-01-26,271.0,2.75,269.5,271.5,268.75,118928.0,138993.0
2017-01-27,271.0,2.75,269.5,271.5,268.75,120175.0,138993.0
2017-01-30,271.0,2.75,269.5,271.5,268.75,120175.0,138993.0
2017-01-31,269.2,-1.8,269.9,270.3,268.95,80052.0,137213.0
2017-02-01,270.2,1.0,269.6,270.3,269.45,61713.0,137237.0
2017-02-02,269.2,-1.0,269.95,271.6,268.5,116104.0,138097.0
2017-02-03,269.8,0.6,269.7,269.95,267.9,116593.0,137342.0
2017-02-06,270.05,0.25,271.3,271.7,269.2,113320.0,138187.0
2017-02-07,269.35,-0.7,270.35,270.35,268.85,91244.0,137262.0
2017-02-08,268.25,-1.1,268.85,268.9,266.15,162962.0,133655.0
2017-02-09,268.5,0.25,268.3,269.2,267.45,130324.0,133609.0
2017-02-10,268.75,0.25,269.55,270.25,268.7,83528.0,134809.0
2017-02-13,268.85,0.1,268.55,269.15,268.2,54749.0,134995.0
2017-02-14,268.0,-0.85,269.75,269.75,267.45,89158.0,137570.0
2017-02-15,268.9,0.9,267.95,269.5,267.45,83858.0,136596.0
2017-02-16,268.75,-0.15,269.5,270.35,268.55,87305.0,135414.0
2017-02-17,269.0,0.25,267.9,269.25,267.85,66308.0,135738.0
2017-02-20,269.75,0.75,269.15,269.95,268.7,55584.0,134954.0
2017-02-21,272.25,2.5,270.0,273.5,269.8,118696.0,143215.0
2017-02-22,272.65,0.4,272.6,273.2,272.35,55389.0,139222.0
2017-02-23,273.0,0.35,272.65,273.1,272.25,47579.0,139605.0
