Date,Settle,Open,High,Low,Volume,Interest
2016-05-23,4274.5,0.0,,,,
2016-05-24,4382.5,0.0,0.0,0.0,0.0,
2016-05-25,4438.5,0.0,0.0,0.0,0.0,
2016-05-26,4470.5,4465.0,4465.0,4465.0,10.0,
2016-05-27,4475.5,0.0,0.0,0.0,0.0,10.0
2016-05-30,4492.0,0.0,0.0,0.0,0.0,10.0
2016-05-31,4470.0,4483.0,4483.0,4478.5,4.0,10.0
2016-06-01,4440.0,0.0,0.0,0.0,0.0,10.0
2016-06-02,4442.0,0.0,0.0,0.0,0.0,10.0
2016-06-03,4399.0,0.0,0.0,0.0,0.0,10.0
2016-06-06,4409.0,0.0,0.0,0.0,0.0,10.0
2016-06-07,4461.5,0.0,0.0,0.0,0.0,10.0
2016-06-08,4434.0,0.0,0.0,0.0,0.0,10.0
2016-06-09,4391.5,0.0,0.0,0.0,0.0,10.0
2016-06-10,4292.0,4277.0,4277.0,4277.0,1.0,10.0
2016-06-13,4213.0,4200.0,4200.0,4187.5,2.0,10.0
2016-06-14,4116.0,4159.0,4159.0,4159.0,1.0,12.0
2016-06-15,4157.5,0.0,0.0,0.0,0.0,12.0
2016-06-16,4138.0,4096.0,4188.0,4095.5,16.0,12.0
2016-06-17,4183.0,4197.5,4220.5,4177.5,36.0,19.0
2016-06-20,4330.5,4332.5,4336.0,4304.5,46.0,34.0
2016-06-21,4360.5,4341.0,4405.5,4316.5,50.0,65.0
2016-06-22,4374.0,4373.5,4411.0,4368.0,29.0,88.0
2016-06-23,4460.5,4412.0,4500.0,4397.0,166.0,101.0
2016-06-24,4100.0,4051.0,4156.0,3924.0,448.0,187.0
2016-06-27,3979.0,4047.5,4101.5,3951.0,78.0,242.0
2016-06-28,4082.5,4036.0,4115.5,4036.0,88.0,268.0
2016-06-29,4189.5,4120.0,4193.5,4120.0,53.0,322.0
2016-06-30,4232.0,4175.0,4288.0,4155.0,147.0,344.0
2016-07-01,4268.5,4243.0,4271.5,4215.0,35.0,381.0
2016-07-04,4232.0,4282.0,4282.0,4232.5,371.0,406.0
2016-07-05,4160.5,4218.0,4218.0,4133.0,301.0,613.0
2016-07-06,4083.0,4129.5,4129.5,4061.5,386.0,607.0
2016-07-07,4115.0,4112.5,4157.5,4095.0,94.0,777.0
2016-07-08,4188.5,4103.0,4206.0,4103.0,538.0,825.0
2016-07-11,4264.0,4218.0,4269.0,4206.0,57814.0,882.0
2016-07-12,4329.0,4257.0,4341.0,4254.0,125944.0,49264.0
2016-07-13,4334.0,4323.0,4357.0,4316.0,119606.0,133266.0
2016-07-14,4385.0,4341.0,4401.5,4340.5,63991.0,208681.0
2016-07-15,4372.5,4358.5,4384.5,4342.0,87650.0,229665.0
2016-07-18,4357.0,4372.5,4408.5,4333.5,69991.0,246476.0
2016-07-19,4329.5,4344.5,4357.5,4303.0,71295.0,247024.0
2016-07-20,4378.5,4341.0,4392.0,4330.5,66864.0,248263.0
2016-07-21,4379.0,4372.5,4390.5,4339.0,70641.0,247442.0
2016-07-22,4380.0,4360.0,4399.0,4342.5,64347.0,251238.0
2016-07-25,4386.5,4375.5,4420.0,4365.5,63246.0,253962.0
2016-07-26,4394.5,4393.5,4406.0,4352.0,69169.0,252761.0
2016-07-27,4446.5,4410.0,4470.5,4407.5,81371.0,256497.0
2016-07-28,4421.0,4442.0,4476.5,4416.5,75283.0,263191.0
2016-07-29,4439.5,4444.0,4456.0,4407.0,66891.0,266953.0
2016-08-01,4408.5,4463.0,4463.0,4384.5,51365.0,260617.0
2016-08-02,4327.5,4394.0,4400.0,4314.0,85902.0,261138.0
2016-08-03,4321.0,4321.5,4349.0,4293.0,88002.0,268612.0
2016-08-04,4345.0,4348.0,4361.5,4322.5,67925.0,269384.0
2016-08-05,4410.5,4355.5,4417.5,4350.5,71184.0,264651.0
2016-08-08,4415.5,4424.5,4442.0,4406.0,51710.0,266710.0
2016-08-09,4468.5,4409.0,4469.5,4406.5,73555.0,261529.0
2016-08-10,4452.5,4455.0,4467.0,4439.5,53319.0,265409.0
2016-08-11,4504.0,4457.0,4508.0,4446.0,70296.0,260972.0
2016-08-12,4500.5,4501.5,4511.0,4488.5,62937.0,266281.0
2016-08-15,4498.0,4509.5,4528.5,4491.5,73943.0,258055.0
2016-08-16,4461.0,4484.0,4501.0,4456.0,235985.0,265250.0
2016-08-17,4418.0,4459.5,4481.5,4415.0,191306.0,292370.0
2016-08-18,4437.0,4453.0,4453.0,4413.0,85336.0,212522.0
2016-08-19,4378.6,4439.5,4442.5,4374.5,18278.0,74769.0
