Date,Settle,Open,High,Low,Volume,Interest
2016-08-22,4376.5,0.0,,,,
2016-08-23,4406.0,0.0,0.0,0.0,0.0,
2016-08-24,4420.0,0.0,0.0,0.0,0.0,
2016-08-25,4391.0,0.0,0.0,0.0,0.0,
2016-08-26,4427.0,4393.5,4393.5,4368.0,6.0,
2016-08-29,4409.5,4400.0,4400.0,4400.0,1.0,3.0
2016-08-30,4442.5,4434.0,4451.0,4434.0,2.0,4.0
2016-08-31,4423.5,4452.0,4461.0,4452.0,2.0,5.0
2016-09-01,4425.0,4441.0,4441.0,4441.0,1.0,5.0
2016-09-02,4526.5,4474.0,4491.0,4474.0,4.0,5.0
2016-09-05,4525.0,4532.0,4536.5,4532.0,4.0,10.0
2016-09-06,4513.5,0.0,0.0,0.0,0.0,10.0
2016-09-07,4541.5,4506.5,4531.0,4506.5,340.0,10.0
2016-09-08,4525.5,4528.0,4528.0,4492.0,4.0,344.0
2016-09-09,4476.5,4498.0,4498.0,4498.0,30.0,348.0
2016-09-12,4424.5,4382.5,4470.0,4382.5,46.0,366.0
2016-09-13,4371.0,4427.0,4427.0,4382.5,55.0,384.0
2016-09-14,4354.0,4394.0,4399.0,4353.5,276.0,424.0
2016-09-15,4356.5,4360.0,4373.0,4324.5,323.0,597.0
2016-09-16,4315.5,4359.5,4364.0,4305.0,179.0,637.0
2016-09-19,4378.5,4342.0,4379.5,4342.0,172.0,694.0
2016-09-20,4373.0,4394.0,4396.5,4373.0,9.0,789.0
2016-09-21,4394.5,4384.5,4428.0,4384.5,38.0,790.0
2016-09-22,4495.0,4433.0,4512.5,4433.0,3724.0,765.0
2016-09-23,4474.0,4484.0,4484.0,4463.0,58.0,4144.0
2016-09-26,4392.5,4413.0,4413.0,4389.5,59.0,4145.0
2016-09-27,4391.0,4420.0,4432.0,4365.0,72.0,4182.0
2016-09-28,4425.5,4422.0,4466.0,4422.0,14.0,4242.0
2016-09-29,4436.0,4480.5,4495.5,4385.0,43.0,4251.0
2016-09-30,4441.0,4358.0,4455.0,4345.0,123.0,4286.0
2016-10-03,4446.0,4445.0,4458.0,4427.0,11.0,4387.0
2016-10-04,4498.5,4452.0,4511.0,4446.0,2309.0,4392.0
2016-10-05,4482.5,4455.0,4489.0,4446.0,118.0,6464.0
2016-10-06,4473.0,4495.5,4495.5,4463.5,15.0,6484.0
2016-10-07,4443.0,4473.0,4479.0,4430.0,37.0,6492.0
2016-10-10,4490.0,4460.5,4499.5,4425.0,52.0,6512.0
2016-10-11,4464.5,4476.0,4512.0,4452.0,56.0,6550.0
2016-10-12,4448.5,4461.0,4468.0,4444.0,50.0,6579.0
2016-10-13,4401.5,4431.5,4431.5,4368.5,1278.0,6611.0
2016-10-14,4468.0,4428.5,4494.0,4414.5,10036.0,7579.0
2016-10-17,4447.0,4451.0,4470.5,4438.0,37062.0,13690.0
2016-10-18,4506.5,4468.0,4517.5,4456.5,153954.0,38774.0
2016-10-20,4537.0,4525.0,4551.5,4497.0,70887.0,253293.0
2016-10-21,4533.5,4532.0,4554.5,4514.5,73783.0,276618.0
2016-10-24,4550.0,4538.0,4578.5,4538.0,66071.0,280761.0
2016-10-25,4538.5,4567.5,4569.5,4525.0,62530.0,286368.0
2016-10-26,4532.0,4531.0,4538.0,4493.0,87024.0,288305.0
2016-10-27,4531.0,4512.0,4555.5,4499.5,87084.0,296347.0
2016-10-28,4545.5,4523.0,4552.0,4501.0,111550.0,295395.0
2016-10-31,4506.5,4521.0,4525.0,4497.0,67036.0,297206.0
2016-11-01,4467.0,4532.5,4537.5,4434.5,109720.0,291774.0
2016-11-02,4411.5,4424.5,4446.5,4394.5,99534.0,302038.0
2016-11-03,4409.0,4412.0,4454.5,4394.5,101051.0,296704.0
2016-11-04,4374.0,4406.0,4411.5,4344.5,111939.0,293413.0
2016-11-07,4456.0,4438.5,4463.0,4425.0,91070.0,288570.0
2016-11-08,4476.0,4453.5,4504.0,4444.5,80755.0,291859.0
2016-11-09,4542.5,4283.0,4567.0,4253.5,241782.0,288979.0
2016-11-10,4530.5,4573.0,4606.5,4502.5,172161.0,302777.0
2016-11-11,4489.5,4547.0,4555.0,4472.0,102010.0,291808.0
2016-11-14,4508.5,4537.5,4562.0,4490.5,170214.0,275663.0
2016-11-15,4536.5,4517.5,4554.0,4504.0,198612.0,282336.0
2016-11-16,4501.0,4555.5,4559.0,4479.5,241788.0,271413.0
2016-11-17,4528.0,4508.5,4544.5,4482.5,104158.0,205555.0
2016-11-18,4502.6,4542.5,4552.0,4496.0,10115.0,73791.0
