Date,Settle,Open,High,Low,Volume,Interest
2016-03-21,4268.5,0.0,,,,
2016-03-22,4273.0,0.0,0.0,0.0,0.0,
2016-03-23,4266.5,0.0,0.0,0.0,0.0,
2016-03-24,4172.5,0.0,0.0,0.0,0.0,
2016-03-29,4209.5,0.0,0.0,0.0,0.0,
2016-03-30,4287.5,0.0,0.0,0.0,0.0,
2016-03-31,4227.5,0.0,0.0,0.0,0.0,
2016-04-01,4164.0,0.0,0.0,0.0,0.0,
2016-04-04,4187.5,0.0,0.0,0.0,0.0,
2016-04-05,4091.5,0.0,0.0,0.0,0.0,
2016-04-06,4126.0,0.0,0.0,0.0,0.0,
2016-04-07,4087.5,0.0,0.0,0.0,0.0,
2016-04-08,4145.5,0.0,0.0,0.0,0.0,
2016-04-11,4155.5,0.0,0.0,0.0,0.0,
2016-04-12,4188.5,0.0,0.0,0.0,0.0,
2016-04-13,4334.5,0.0,0.0,0.0,0.0,
2016-04-14,4356.0,0.0,0.0,0.0,0.0,
2016-04-15,4338.0,0.0,0.0,0.0,0.0,
2016-04-18,4350.0,0.0,0.0,0.0,0.0,
2016-04-19,4413.5,0.0,0.0,0.0,0.0,
2016-04-20,4438.0,0.0,0.0,0.0,0.0,
2016-04-21,4429.5,0.0,0.0,0.0,0.0,
2016-04-22,4418.5,0.0,0.0,0.0,0.0,
2016-04-25,4395.5,0.0,0.0,0.0,0.0,
2016-04-26,4391.5,0.0,0.0,0.0,0.0,
2016-04-27,4418.5,0.0,0.0,0.0,0.0,0.0
2016-04-28,4416.5,0.0,0.0,0.0,0.0,
2016-04-29,4291.0,0.0,0.0,0.0,0.0,
2016-05-02,4309.0,0.0,0.0,0.0,0.0,
2016-05-03,4236.5,0.0,0.0,0.0,0.0,
2016-05-04,4190.5,0.0,0.0,0.0,0.0,
2016-05-05,4197.5,0.0,0.0,0.0,0.0,
2016-05-06,4189.0,0.0,0.0,0.0,0.0,
2016-05-09,4211.0,0.0,0.0,0.0,0.0,
2016-05-10,4241.5,0.0,0.0,0.0,0.0,
2016-05-11,4220.0,0.0,0.0,0.0,0.0,
2016-05-12,4197.0,0.0,0.0,0.0,0.0,
2016-05-13,4226.5,0.0,0.0,0.0,0.0,
2016-05-16,4219.0,0.0,0.0,0.0,0.0,
2016-05-17,4210.5,0.0,0.0,0.0,0.0,
2016-05-18,4233.0,0.0,0.0,0.0,0.0,
2016-05-19,4195.5,0.0,0.0,0.0,0.0,
2016-05-20,4267.0,0.0,0.0,0.0,0.0,
2016-05-23,4244.0,0.0,0.0,0.0,0.0,
2016-05-24,4352.0,0.0,0.0,0.0,0.0,
2016-05-25,4408.0,0.0,0.0,0.0,0.0,
2016-05-26,4440.0,0.0,0.0,0.0,0.0,
2016-05-27,4445.5,0.0,0.0,0.0,0.0,
2016-05-30,4462.0,0.0,0.0,0.0,0.0,
2016-05-31,4439.0,0.0,0.0,0.0,0.0,
2016-06-01,4409.0,0.0,0.0,0.0,0.0,
2016-06-02,4410.5,0.0,0.0,0.0,0.0,
2016-06-03,4367.5,0.0,0.0,0.0,0.0,
2016-06-06,4377.0,0.0,0.0,0.0,0.0,
2016-06-07,4429.5,0.0,0.0,0.0,0.0,
2016-06-08,4402.0,0.0,0.0,0.0,0.0,
2016-06-09,4358.5,0.0,0.0,0.0,0.0,
2016-06-10,4259.5,0.0,0.0,0.0,0.0,
2016-06-13,4180.0,0.0,0.0,0.0,0.0,
2016-06-14,4083.0,0.0,0.0,0.0,0.0,
2016-06-15,4124.5,0.0,0.0,0.0,0.0,
2016-06-16,4105.0,0.0,0.0,0.0,0.0,
2016-06-17,4149.0,0.0,0.0,0.0,0.0,
2016-06-20,4297.5,0.0,0.0,0.0,0.0,
2016-06-21,4327.5,0.0,0.0,0.0,0.0,
2016-06-22,4341.0,0.0,0.0,0.0,0.0,
2016-06-23,4427.5,0.0,0.0,0.0,0.0,
2016-06-24,4067.0,0.0,0.0,0.0,0.0,
2016-06-27,3946.5,0.0,0.0,0.0,0.0,
2016-06-28,4050.0,0.0,0.0,0.0,0.0,
2016-06-29,4156.5,0.0,0.0,0.0,0.0,
2016-06-30,4199.5,0.0,0.0,0.0,0.0,
2016-07-01,4235.5,0.0,0.0,0.0,0.0,
2016-07-04,4199.0,0.0,0.0,0.0,0.0,
2016-07-05,4127.5,0.0,0.0,0.0,0.0,
2016-07-06,4050.0,0.0,0.0,0.0,0.0,
2016-07-07,4082.0,0.0,0.0,0.0,0.0,
2016-07-08,4155.5,0.0,0.0,0.0,0.0,
2016-07-11,4229.5,0.0,0.0,0.0,0.0,
2016-07-12,4296.0,0.0,0.0,0.0,0.0,
2016-07-13,4300.5,0.0,0.0,0.0,0.0,
2016-07-14,4350.5,0.0,0.0,0.0,0.0,
2016-07-15,4338.5,0.0,0.0,0.0,0.0,
2016-07-18,4323.0,0.0,0.0,0.0,0.0,
2016-07-19,4295.5,0.0,0.0,0.0,0.0,
2016-07-20,4344.5,0.0,0.0,0.0,0.0,
2016-07-21,4341.5,0.0,0.0,0.0,0.0,
2016-07-22,4346.0,0.0,0.0,0.0,0.0,
2016-07-25,4352.5,0.0,0.0,0.0,0.0,
2016-07-26,4360.5,0.0,0.0,0.0,0.0,
2016-07-27,4410.5,0.0,0.0,0.0,0.0,
2016-07-28,4385.0,0.0,0.0,0.0,0.0,
2016-07-29,4403.5,0.0,0.0,0.0,0.0,
2016-08-01,4370.5,0.0,0.0,0.0,0.0,
2016-08-02,4291.5,0.0,0.0,0.0,0.0,
2016-08-03,4286.0,0.0,0.0,0.0,0.0,
2016-08-04,4308.5,0.0,0.0,0.0,0.0,
2016-08-05,4374.0,0.0,0.0,0.0,0.0,
2016-08-08,4379.0,0.0,0.0,0.0,0.0,
2016-08-09,4432.0,0.0,0.0,0.0,0.0,
2016-08-10,4416.0,0.0,0.0,0.0,0.0,
2016-08-11,4467.5,0.0,0.0,0.0,0.0,
2016-08-12,4464.0,0.0,0.0,0.0,0.0,
2016-08-15,4461.5,0.0,0.0,0.0,0.0,
2016-08-16,4424.5,0.0,0.0,0.0,0.0,
2016-08-17,4381.5,0.0,0.0,0.0,0.0,
2016-08-18,4400.5,0.0,0.0,0.0,0.0,
2016-08-19,4363.5,0.0,0.0,0.0,0.0,
2016-08-22,4354.5,4352.0,4352.0,4352.0,69.0,120.0
2016-08-23,4387.0,0.0,0.0,0.0,0.0,60.0
2016-08-24,4401.0,0.0,0.0,0.0,0.0,60.0
2016-08-25,4372.0,0.0,0.0,0.0,0.0,60.0
2016-08-26,4407.5,0.0,0.0,0.0,0.0,60.0
2016-08-29,4390.0,0.0,0.0,0.0,0.0,60.0
2016-08-30,4423.0,0.0,0.0,0.0,0.0,60.0
