Date,Settle,Open,High,Low,Volume,Interest
2017-04-24,5149.5,0.0,,,,
2017-04-25,5164.0,0.0,0.0,0.0,0.0,
2017-04-26,5173.0,0.0,0.0,0.0,0.0,
2017-04-27,5156.5,0.0,0.0,0.0,0.0,
2017-04-28,5155.5,0.0,0.0,0.0,0.0,
2017-05-02,5194.0,0.0,0.0,0.0,0.0,
2017-05-03,5194.0,5187.0,5187.5,5187.0,5.0,
2017-05-04,5267.0,0.0,0.0,0.0,0.0,4.0
2017-05-05,5341.0,0.0,0.0,0.0,0.0,4.0
2017-05-08,5300.5,5372.0,5372.0,5297.0,6.0,4.0
2017-05-09,5315.0,0.0,0.0,0.0,0.0,8.0
2017-05-10,5317.5,5311.0,5311.0,5311.0,1.0,8.0
2017-05-11,5300.5,5297.0,5310.0,5279.0,5.0,9.0
2017-05-12,5324.5,5304.5,5304.5,5304.5,1.0,10.0
2017-05-15,5341.5,5323.0,5330.5,5323.0,2.0,11.0
2017-05-16,5347.0,5345.0,5345.5,5334.0,11.0,11.0
2017-05-17,5260.0,5312.5,5312.5,5230.0,159.0,18.0
2017-05-18,5230.5,5247.5,5260.0,5187.5,25.0,169.0
2017-05-19,5265.0,5250.0,5270.0,5250.0,33.0,188.0
2017-05-23,5289.5,5263.5,5307.5,5260.0,48.0,469.0
2017-05-24,5288.0,5289.5,5300.0,5283.0,12.0,477.0
2017-05-25,5284.5,5309.0,5323.5,5269.5,28.0,480.0
2017-05-26,5285.5,5281.0,5286.5,5234.0,21.0,494.0
2017-05-29,5283.5,5290.5,5291.5,5270.0,30.0,494.0
2017-05-31,5257.0,5268.0,5308.5,5256.0,256.0,481.0
