Date,Settle,Open,High,Low,Volume,Interest
2016-07-18,4345.0,4348.0,4348.0,4348.0,10.0,
2016-07-19,4317.5,0.0,0.0,0.0,0.0,10.0
2016-07-20,4366.5,0.0,0.0,0.0,0.0,10.0
2016-07-21,4362.0,0.0,0.0,0.0,0.0,10.0
2016-07-22,4368.0,0.0,0.0,0.0,0.0,10.0
2016-07-25,4374.5,0.0,0.0,0.0,0.0,10.0
2016-07-26,4382.5,0.0,0.0,0.0,0.0,10.0
2016-07-27,4434.5,0.0,0.0,0.0,0.0,10.0
2016-07-28,4408.5,0.0,0.0,0.0,0.0,10.0
2016-07-29,4427.0,0.0,0.0,0.0,0.0,10.0
2016-08-01,4396.0,0.0,0.0,0.0,0.0,10.0
2016-08-02,4315.5,0.0,0.0,0.0,0.0,10.0
2016-08-03,4308.5,4334.0,4335.0,4312.0,3.0,10.0
2016-08-04,4333.0,4344.0,4344.0,4313.5,6.0,13.0
2016-08-05,4397.5,4363.0,4395.0,4354.0,4.0,16.0
2016-08-08,4402.5,4425.0,4425.0,4425.0,1.0,18.0
2016-08-09,4455.5,4427.0,4448.0,4427.0,3.0,18.0
2016-08-10,4439.5,4451.0,4451.0,4451.0,1.0,21.0
2016-08-11,4491.5,4453.0,4495.0,4446.0,10.0,22.0
2016-08-12,4488.0,0.0,0.0,0.0,0.0,30.0
2016-08-15,4485.5,4501.0,4501.0,4486.0,25.0,30.0
2016-08-16,4448.5,4455.0,4481.0,4453.0,32.0,48.0
2016-08-17,4406.0,4415.0,4436.0,4405.0,7.0,74.0
2016-08-18,4425.0,4437.5,4437.5,4403.0,61.0,78.0
2016-08-19,4388.0,4405.0,4405.0,4366.0,37.0,75.0
2016-08-22,4377.0,4392.0,4424.0,4371.0,28.0,90.0
2016-08-23,4409.5,4411.5,4424.0,4404.0,22.0,92.0
2016-08-24,4423.5,4372.0,4441.0,4372.0,29.0,113.0
2016-08-25,4394.5,4422.0,4422.0,4367.5,17.0,132.0
2016-08-26,4430.0,4435.0,4445.0,4391.0,32.0,148.0
2016-08-29,4412.5,4402.0,4425.0,4382.0,18.0,163.0
2016-08-30,4445.5,4430.5,4460.0,4427.5,122.0,189.0
2016-08-31,4426.5,4441.0,4471.0,4410.5,45.0,259.0
2016-09-01,4428.0,4435.5,4480.0,4410.0,100.0,317.0
2016-09-02,4531.0,4446.5,4537.5,4446.0,253.0,347.0
2016-09-05,4529.5,4548.5,4553.5,4529.0,415.0,393.0
2016-09-06,4518.0,4547.5,4547.5,4515.5,4326.0,661.0
2016-09-07,4546.0,4534.0,4548.5,4509.5,671.0,4857.0
2016-09-08,4530.0,4541.5,4557.0,4472.0,419.0,4895.0
2016-09-09,4480.0,4527.0,4531.0,4442.0,5041.0,4851.0
2016-09-12,4428.0,4411.5,4475.5,4377.5,78544.0,8315.0
2016-09-13,4375.0,4463.5,4464.0,4363.5,150089.0,63551.0
2016-09-14,4358.0,4400.5,4405.5,4343.0,120659.0,168009.0
2016-09-15,4360.0,4349.5,4377.5,4327.0,73122.0,249880.0
2016-09-16,4319.5,4357.0,4369.0,4295.0,123729.0,258622.0
2016-09-19,4382.0,4349.0,4387.5,4343.0,66007.0,270462.0
2016-09-20,4376.5,4364.0,4409.5,4362.0,67532.0,263246.0
2016-09-21,4398.0,4396.5,4441.0,4383.5,84923.0,265664.0
2016-09-22,4498.5,4423.0,4518.5,4418.0,100266.0,264448.0
2016-09-23,4477.5,4491.0,4500.5,4462.5,71612.0,270083.0
2016-09-26,4395.5,4449.0,4454.5,4389.0,100604.0,270897.0
2016-09-27,4394.0,4422.5,4435.5,4357.0,88006.0,281152.0
2016-09-28,4428.5,4404.5,4470.5,4398.0,86772.0,271819.0
2016-09-29,4439.5,4477.5,4502.5,4376.0,98375.0,269576.0
2016-09-30,4443.5,4384.0,4459.5,4337.0,146568.0,270853.0
2016-10-03,4448.5,4443.5,4461.5,4427.0,55509.0,290371.0
2016-10-04,4499.0,4452.0,4517.5,4447.0,111442.0,270140.0
2016-10-05,4485.5,4482.5,4495.5,4434.5,76295.0,279905.0
2016-10-06,4476.0,4492.0,4508.0,4464.5,70703.0,282213.0
2016-10-07,4446.0,4479.0,4485.5,4427.0,106674.0,273154.0
2016-10-10,4493.0,4454.0,4503.0,4423.0,84327.0,282267.0
2016-10-11,4467.5,4480.0,4517.5,4452.0,84249.0,282014.0
2016-10-12,4451.5,4464.5,4473.5,4440.0,71433.0,290259.0
2016-10-13,4404.5,4425.5,4430.5,4368.5,131594.0,282897.0
2016-10-14,4471.0,4428.5,4498.0,4416.5,115671.0,299206.0
2016-10-17,4450.0,4450.0,4475.0,4439.5,102242.0,295286.0
