DATETIME,PRICE,CARRY,CARRY_CONTRACT,PRICE_CONTRACT
2013-03-08,142.49,,201403,201312
2013-03-11,142.76,,201403,201312
2013-03-12,143.11,,201403,201312
2013-03-13,143.26,,201403,201312
2013-03-14,143.25,,201403,201312
2013-03-15,143.51,,201403,201312
2013-03-18,144.13,,201403,201312
2013-03-19,144.79,,201403,201312
2013-03-20,144.47,,201403,201312
2013-03-21,144.64,,201403,201312
2013-03-22,144.54,,201403,201312
2013-03-25,144.91,,201403,201312
2013-03-26,145.02,,201403,201312
2013-03-27,145.76,,201403,201312
2013-03-28,145.75,,201403,201312
2013-04-02,145.48,,201403,201312
2013-04-03,143.67,,201403,201312
2013-04-04,144.11,,201403,201312
2013-04-05,144.49,,201403,201312
2013-04-08,144.23,,201403,201312
2013-04-09,143.95,,201403,201312
2013-04-10,143.5,,201403,201312
2013-04-11,143.4,,201403,201312
2013-04-12,144.03,,201403,201312
2013-04-15,144.48,,201403,201312
2013-04-16,144.17,,201403,201312
2013-04-17,144.68,,201403,201312
2013-04-18,144.92,,201403,201312
2013-04-19,144.68,,201403,201312
2013-04-22,145.0,,201403,201312
2013-04-23,144.74,,201403,201312
2013-04-24,144.84,,201403,201312
2013-04-25,144.85,,201403,201312
2013-04-26,145.19,,201403,201312
2013-04-29,145.31,,201403,201312
2013-04-30,145.23,,201403,201312
2013-05-02,145.81,,201403,201312
2013-05-03,145.75,,201403,201312
2013-05-06,144.56,,201403,201312
2013-05-07,143.83,,201403,201312
2013-05-08,144.19,,201403,201312
2013-05-09,144.24,,201403,201312
2013-05-10,142.85,,201403,201312
2013-05-13,142.98,,201403,201312
2013-05-14,142.86,,201403,201312
2013-05-15,142.76,,201403,201312
2013-05-16,143.43,,201403,201312
2013-05-17,143.51,,201403,201312
2013-05-20,142.92,,201403,201312
2013-05-21,142.39,,201403,201312
2013-05-22,142.66,,201403,201312
2013-05-23,142.41,,201403,201312
2013-05-24,142.6,,201403,201312
2013-05-27,142.28,,201403,201312
2013-05-28,141.84,,201403,201312
2013-05-29,141.41,,201403,201312
2013-05-30,141.73,,201403,201312
2013-05-31,141.71,,201403,201312
2013-06-03,141.43,,201403,201312
2013-06-04,141.36,,201403,201312
2013-06-05,141.86,,201403,201312
2013-06-06,141.56,,201403,201312
2013-06-07,141.55,141.55,201403,201312
2013-06-10,140.98,140.98,201403,201312
2013-06-11,140.85,140.85,201403,201312
2013-06-12,140.9,140.9,201403,201312
2013-06-13,141.32,141.32,201403,201312
2013-06-14,141.98,141.98,201403,201312
2013-06-17,141.9,141.9,201403,201312
2013-06-18,141.32,141.32,201403,201312
2013-06-19,141.54,141.54,201403,201312
2013-06-20,140.23,140.23,201403,201312
2013-06-21,139.5,139.5,201403,201312
2013-06-24,138.42,138.42,201403,201312
2013-06-25,138.65,138.65,201403,201312
2013-06-26,139.13,139.13,201403,201312
2013-06-27,139.57,139.57,201403,201312
2013-06-28,139.63,139.63,201403,201312
2013-07-01,139.71,139.71,201403,201312
2013-07-02,139.81,139.81,201403,201312
2013-07-03,140.38,140.38,201403,201312
2013-07-04,140.41,140.41,201403,201312
2013-07-05,139.78,139.78,201403,201312
2013-07-08,140.06,140.06,201403,201312
2013-07-09,140.68,140.68,201403,201312
2013-07-10,140.69,140.69,201403,201312
2013-07-11,141.03,141.03,201403,201312
2013-07-12,141.72,141.72,201403,201312
2013-07-15,141.48,141.48,201403,201312
2013-07-16,141.78,141.78,201403,201312
2013-07-17,142.0,142.0,201403,201312
2013-07-18,142.3,142.3,201403,201312
2013-07-19,142.28,142.28,201403,201312
2013-07-22,142.25,142.25,201403,201312
2013-07-23,141.85,142.62,201403,201312
2013-07-24,140.75,141.52,201403,201312
2013-07-25,140.32,141.08,201403,201312
2013-07-26,140.53,141.28,201403,201312
2013-07-29,140.5,141.26,201403,201312
2013-07-30,140.5,141.25,201403,201312
2013-07-31,140.42,141.17,201403,201312
2013-08-01,140.43,141.19,201403,201312
2013-08-02,140.66,141.4,201403,201312
2013-08-05,140.28,141.02,201403,201312
2013-08-06,140.11,140.87,201403,201312
2013-08-07,140.29,141.06,201403,201312
2013-08-08,140.33,141.09,201403,201312
2013-08-09,140.32,141.08,201403,201312
2013-08-12,140.26,141.03,201403,201312
2013-08-13,138.91,139.66,201403,201312
2013-08-14,139.01,139.75,201403,201312
2013-08-15,138.16,138.91,201403,201312
2013-08-16,138.27,139.02,201403,201312
2013-08-19,137.99,138.73,201403,201312
2013-08-20,138.66,139.41,201403,201312
2013-08-21,138.19,138.94,201403,201312
2013-08-22,137.79,138.53,201403,201312
2013-08-23,137.62,138.38,201403,201312
2013-08-26,138.09,138.85,201403,201312
2013-08-27,138.58,139.34,201403,201312
2013-08-28,138.33,139.1,201403,201312
2013-08-29,138.61,139.4,201403,201312
2013-08-30,138.67,139.46,201403,201312
2013-09-02,138.08,138.9,201403,201312
2013-09-03,137.62,138.41,201403,201312
2013-09-04,137.75,138.43,201403,201312
2013-09-05,136.63,137.29,201403,201312
2013-09-06,137.69,138.35,201403,201312
2013-09-09,137.62,137.39,201403,201312
2013-09-10,136.73,136.53,201403,201312
2013-09-11,137.1,136.96,201403,201312
2013-09-12,137.78,137.56,201403,201312
2013-09-13,137.99,137.76,201403,201312
2013-09-16,138.5,138.27,201403,201312
2013-09-17,138.07,137.85,201403,201312
2013-09-18,137.72,137.47,201403,201312
2013-09-19,138.56,138.31,201403,201312
2013-09-20,138.32,138.06,201403,201312
2013-09-23,138.78,138.5,201403,201312
2013-09-24,139.54,139.31,201403,201312
2013-09-25,139.94,139.73,201403,201312
2013-09-26,139.87,139.67,201403,201312
2013-09-27,140.45,140.31,201403,201312
2013-09-30,140.5,140.37,201403,201312
2013-10-01,140.26,140.14,201403,201312
2013-10-02,140.32,140.19,201403,201312
2013-10-03,140.23,140.1,201403,201312
2013-10-04,139.96,139.84,201403,201312
2013-10-07,140.31,140.18,201403,201312
2013-10-08,140.22,140.08,201403,201312
2013-10-09,140.24,140.13,201403,201312
2013-10-10,139.65,139.52,201403,201312
2013-10-11,139.79,139.66,201403,201312
2013-10-14,139.75,139.61,201403,201312
2013-10-15,139.24,139.07,201403,201312
2013-10-16,138.91,138.71,201403,201312
2013-10-17,139.68,139.53,201403,201312
2013-10-18,140.05,139.93,201403,201312
2013-10-21,139.91,139.79,201403,201312
2013-10-22,140.54,140.44,201403,201312
2013-10-23,140.86,140.8,201403,201312
2013-10-24,140.87,140.82,201403,201312
2013-10-25,141.06,141.01,201403,201312
2013-10-28,141.15,141.12,201403,201312
2013-10-29,141.27,141.25,201403,201312
2013-10-30,141.85,141.83,201403,201312
2013-10-31,142.0,142.01,201403,201312
2013-11-01,141.85,141.88,201403,201312
2013-11-04,141.89,141.91,201403,201312
2013-11-05,141.16,141.18,201403,201312
2013-11-06,141.15,141.16,201403,201312
2013-11-07,141.83,141.9,201403,201312
2013-11-08,141.02,141.06,201403,201312
2013-11-11,141.01,141.03,201403,201312
2013-11-12,140.7,140.7,201403,201312
2013-11-13,141.33,141.35,201403,201312
2013-11-14,141.7,141.77,201403,201312
2013-11-15,141.63,141.71,201403,201312
2013-11-18,141.85,141.99,201403,201312
2013-11-19,141.41,141.54,201403,201312
2013-11-20,141.44,141.61,201403,201312
2013-11-21,140.98,141.11,201403,201312
2013-11-22,140.95,141.08,201403,201312
2013-11-25,141.32,141.49,201403,201312
2013-11-26,141.7,141.89,201403,201312
2013-11-27,141.63,141.83,201403,201312
2013-11-28,141.65,141.84,201403,201312
2013-11-29,141.71,141.89,201403,201312
2013-12-02,141.12,141.31,201403,201312
2013-12-03,141.28,141.43,201403,201312
2013-12-04,140.38,140.46,201403,201312
2013-12-05,139.96,139.89,201403,201312
2013-12-06,140.11,138.36,201406,201403
2013-12-09,140.09,138.18,201406,201403
2013-12-10,140.17,138.255,201406,201403
2013-12-11,140.3,138.36,201406,201403
2013-12-12,140.1,138.19,201406,201403
2013-12-13,140.25,138.165,201406,201403
2013-12-16,140.25,138.33,201406,201403
2013-12-17,140.29,138.35,201406,201403
2013-12-18,140.14,138.21,201406,201403
2013-12-19,139.8,137.9,201406,201403
2013-12-20,139.92,138.03,201406,201403
2013-12-23,139.75,137.87,201406,201403
2013-12-24,139.75,,201406,201403
2013-12-27,138.96,137.12,201406,201403
2013-12-30,139.17,137.31,201406,201403
2014-01-02,139.12,137.26,201406,201403
2014-01-03,139.09,137.23,201406,201403
2014-01-06,139.54,137.67,201406,201403
2014-01-07,139.76,137.87,201406,201403
2014-01-08,139.54,137.65,201406,201403
2014-01-09,139.56,137.66,201406,201403
2014-01-10,140.25,138.35,201406,201403
2014-01-13,140.65,138.75,201406,201403
2014-01-14,140.68,138.78,201406,201403
2014-01-15,140.54,138.63,201406,201403
2014-01-16,141.16,139.25,201406,201403
2014-01-17,141.4,139.48,201406,201403
2014-01-20,141.57,139.64,201406,201403
2014-01-21,141.65,139.73,201406,201403
2014-01-22,141.51,139.59,201406,201403
2014-01-23,142.04,140.1,201406,201403
2014-01-24,142.66,140.72,201406,201403
2014-01-27,142.55,140.61,201406,201403
2014-01-28,142.46,140.52,201406,201403
2014-01-29,142.9,140.98,201406,201403
2014-01-30,143.23,141.3,201406,201403
2014-01-31,143.88,141.96,201406,201403
2014-02-03,144.02,142.1,201406,201403
2014-02-04,143.98,142.06,201406,201403
2014-02-05,144.07,142.14,201406,201403
2014-02-06,143.33,141.41,201406,201403
2014-02-07,143.33,141.91,201406,201403
2014-02-10,143.65,141.72,201406,201403
2014-02-11,143.64,141.71,201406,201403
2014-02-12,143.17,141.25,201406,201403
2014-02-13,143.78,141.87,201406,201403
2014-02-14,143.33,141.69,201406,201403
2014-02-17,143.6,141.69,201406,201403
2014-02-18,143.72,141.81,201406,201403
2014-02-19,143.91,142.0,201406,201403
2014-02-20,143.45,141.54,201406,201403
2014-02-21,143.33,141.96,201406,201403
2014-02-24,143.68,141.77,201406,201403
2014-02-25,143.97,142.07,201406,201403
2014-02-26,144.46,142.56,201406,201403
2014-02-27,145.07,143.15,201406,201403
2014-02-28,143.33,142.48,201406,201403
2014-03-03,145.14,143.23,201406,201403
2014-03-04,142.83,142.845,201409,201406
2014-03-05,142.77,141.74,201409,201406
2014-03-06,142.18,141.05,201409,201406
2014-03-07,142.24,141.1175,201409,201406
2014-03-10,142.48,,201409,201406
2014-03-11,142.32,,201409,201406
2014-03-12,142.83,,201409,201406
2014-03-13,143.44,142.45,201409,201406
2014-03-14,143.46,142.7,201409,201406
2014-03-17,143.24,142.22,201409,201406
2014-03-18,143.26,,201409,201406
2014-03-19,142.96,141.11,201409,201406
2014-03-20,142.4,141.2,201409,201406
2014-03-21,142.51,,201409,201406
2014-03-24,143.03,,201409,201406
2014-03-25,143.24,141.94,201409,201406
2014-03-26,143.41,,201409,201406
2014-03-27,143.84,142.66,201409,201406
2014-03-28,143.58,142.42,201409,201406
2014-03-31,143.38,142.05,201409,201406
2014-04-01,143.21,,201409,201406
2014-04-02,142.78,,201409,201406
2014-04-03,142.92,141.43,201409,201406
2014-04-04,143.5,,201409,201406
2014-04-07,143.67,,201409,201406
2014-04-08,143.42,,201409,201406
2014-04-09,143.26,,201409,201406
2014-04-10,143.89,142.7,201409,201406
2014-04-11,144.08,142.99,201409,201406
2014-04-14,143.88,142.75,201409,201406
2014-04-15,144.55,143.45,201409,201406
2014-04-16,144.36,143.13,201409,201406
2014-04-17,144.09,142.46,201409,201406
2014-04-22,143.7,142.65,201409,201406
2014-04-23,144.0,142.53,201409,201406
2014-04-24,143.92,142.94,201409,201406
2014-04-25,144.47,143.26,201409,201406
2014-04-28,144.27,143.1,201409,201406
2014-04-29,144.25,143.09,201409,201406
2014-04-30,144.54,143.47,201409,201406
2014-05-02,144.8,143.63,201409,201406
2014-05-05,144.66,143.62,201409,201406
2014-05-06,144.67,143.53,201409,201406
2014-05-07,144.55,143.21,201409,201406
2014-05-08,144.89,143.76,201409,201406
2014-05-09,144.86,143.69,201409,201406
2014-05-12,144.77,143.58,201409,201406
2014-05-13,145.31,144.1,201409,201406
2014-05-14,145.84,144.73,201409,201406
2014-05-15,146.65,145.53,201409,201406
2014-05-16,146.33,145.18,201409,201406
2014-05-19,146.27,145.01,201409,201406
2014-05-20,146.09,145.12,201409,201406
2014-05-21,145.85,144.8,201409,201406
2014-05-22,146.1,144.85,201409,201406
2014-05-23,146.09,144.86,201409,201406
2014-05-26,146.09,144.85,201409,201406
2014-05-27,146.4,,201409,201406
2014-05-28,147.04,145.92,201409,201406
2014-05-29,146.93,145.52,201409,201406
2014-05-30,146.81,145.65,201409,201406
2014-06-02,145.58,143.72,201412,201409
2014-06-03,144.92,143.12,201412,201409
2014-06-04,144.71,142.93,201412,201409
2014-06-05,145.01,143.0,201412,201409
2014-06-06,145.64,143.75,201412,201409
2014-06-09,145.39,143.56,201412,201409
2014-06-10,145.0,143.12,201412,201409
2014-06-11,145.18,143.33,201412,201409
2014-06-12,145.25,143.4,201412,201409
2014-06-13,145.45,143.57,201412,201409
2014-06-16,145.7,143.8,201412,201409
2014-06-17,145.05,143.2,201412,201409
2014-06-18,145.46,143.6,201412,201409
2014-06-19,146.14,144.27,201412,201409
2014-06-20,145.83,143.96,201412,201409
2014-06-23,146.14,144.26,201412,201409
2014-06-24,146.11,144.23,201412,201409
2014-06-25,146.84,144.96,201412,201409
2014-06-26,147.13,145.24,201412,201409
2014-06-27,146.92,145.03,201412,201409
2014-06-30,147.01,145.12,201412,201409
2014-07-01,147.11,145.22,201412,201409
2014-07-02,146.65,144.76,201412,201409
2014-07-03,146.53,144.65,201412,201409
2014-07-04,146.84,144.95,201412,201409
2014-07-07,146.96,145.08,201412,201409
