DATETIME,PRICE,CARRY,CARRY_CONTRACT,PRICE_CONTRACT
2013-03-08,109.36,,201403,201312
2013-03-11,108.93,,201403,201312
2013-03-12,109.31,,201403,201312
2013-03-13,108.74,,201403,201312
2013-03-14,109.06,,201403,201312
2013-03-15,109.37,,201403,201312
2013-03-18,109.17,,201403,201312
2013-03-19,108.51,,201403,201312
2013-03-20,109.1,,201403,201312
2013-03-21,109.12,,201403,201312
2013-03-22,108.82,,201403,201312
2013-03-25,108.44,,201403,201312
2013-03-26,108.36,,201403,201312
2013-03-27,106.99,,201403,201312
2013-03-28,107.21,,201403,201312
2013-04-02,107.97,,201403,201312
2013-04-03,108.39,,201403,201312
2013-04-04,108.57,,201403,201312
2013-04-05,109.93,,201403,201312
2013-04-08,110.61,,201403,201312
2013-04-09,110.1,,201403,201312
2013-04-10,110.56,,201403,201312
2013-04-11,110.92,,201403,201312
2013-04-12,110.89,,201403,201312
2013-04-15,110.84,,201403,201312
2013-04-16,111.13,,201403,201312
2013-04-17,111.55,,201403,201312
2013-04-18,111.68,,201403,201312
2013-04-19,111.94,,201403,201312
2013-04-22,113.08,,201403,201312
2013-04-23,114.35,,201403,201312
2013-04-24,113.54,,201403,201312
2013-04-25,113.02,,201403,201312
2013-04-26,113.0,,201403,201312
2013-04-29,114.32,,201403,201312
2013-04-30,114.55,,201403,201312
2013-05-02,115.45,,201403,201312
2013-05-03,115.24,,201403,201312
2013-05-06,114.74,,201403,201312
2013-05-07,115.22,,201403,201312
2013-05-08,115.42,,201403,201312
2013-05-09,115.1,,201403,201312
2013-05-10,114.94,,201403,201312
2013-05-13,114.37,,201403,201312
2013-05-14,114.09,,201403,201312
2013-05-15,113.7,,201403,201312
2013-05-16,114.35,,201403,201312
2013-05-17,115.03,,201403,201312
2013-05-20,115.09,,201403,201312
2013-05-21,114.77,,201403,201312
2013-05-22,114.93,,201403,201312
2013-05-23,113.96,,201403,201312
2013-05-24,112.71,,201403,201312
2013-05-27,113.75,,201403,201312
2013-05-28,113.77,,201403,201312
2013-05-29,112.8,,201403,201312
2013-05-30,113.48,,201403,201312
2013-05-31,113.09,,201403,201312
2013-06-03,113.03,,201403,201312
2013-06-04,113.48,,201403,201312
2013-06-05,113.37,,201403,201312
2013-06-06,111.65,,201403,201312
2013-06-07,112.65,112.65,201403,201312
2013-06-10,112.05,112.05,201403,201312
2013-06-11,111.34,111.34,201403,201312
2013-06-12,111.37,111.37,201403,201312
2013-06-13,111.4,111.4,201403,201312
2013-06-14,112.02,112.02,201403,201312
2013-06-17,112.2,112.2,201403,201312
2013-06-18,112.03,112.03,201403,201312
2013-06-19,112.3,112.3,201403,201312
2013-06-20,109.52,109.52,201403,201312
2013-06-21,109.32,109.32,201403,201312
2013-06-24,107.51,107.51,201403,201312
2013-06-25,106.86,106.86,201403,201312
2013-06-26,108.35,108.35,201403,201312
2013-06-27,109.41,109.41,201403,201312
2013-06-28,109.67,109.67,201403,201312
2013-07-01,110.22,110.22,201403,201312
2013-07-02,110.74,110.74,201403,201312
2013-07-03,109.74,109.74,201403,201312
2013-07-04,110.58,110.58,201403,201312
2013-07-05,110.62,110.62,201403,201312
2013-07-08,110.99,110.99,201403,201312
2013-07-09,110.86,110.86,201403,201312
2013-07-10,110.46,110.46,201403,201312
2013-07-11,110.11,110.11,201403,201312
2013-07-12,110.2,110.2,201403,201312
2013-07-15,110.38,110.38,201403,201312
2013-07-16,110.33,110.33,201403,201312
2013-07-17,110.2,110.2,201403,201312
2013-07-18,110.81,110.81,201403,201312
2013-07-19,111.09,111.09,201403,201312
2013-07-22,111.76,111.76,201403,201312
2013-07-23,111.01,111.01,201403,201312
2013-07-24,111.01,111.01,201403,201312
2013-07-25,110.82,110.82,201403,201312
2013-07-26,110.72,110.72,201403,201312
2013-07-29,110.32,110.32,201403,201312
2013-07-30,110.72,110.72,201403,201312
2013-07-31,110.67,110.67,201403,201312
2013-08-01,111.11,111.11,201403,201312
2013-08-02,111.8,111.8,201403,201312
2013-08-05,111.78,111.78,201403,201312
2013-08-06,112.05,112.05,201403,201312
2013-08-07,112.0,112.0,201403,201312
2013-08-08,112.56,112.56,201403,201312
2013-08-09,112.63,112.63,201403,201312
2013-08-12,112.23,112.23,201403,201312
2013-08-13,111.84,111.84,201403,201312
2013-08-14,111.97,111.97,201403,201312
2013-08-15,111.41,111.41,201403,201312
2013-08-16,111.8,111.8,201403,201312
2013-08-19,111.09,111.09,201403,201312
2013-08-20,110.8,110.8,201403,201312
2013-08-21,110.51,110.51,201403,201312
2013-08-22,110.81,110.81,201403,201312
2013-08-23,110.72,110.72,201403,201312
2013-08-26,110.27,110.27,201403,201312
2013-08-27,109.77,109.77,201403,201312
2013-08-28,110.17,110.17,201403,201312
2013-08-29,110.34,110.34,201403,201312
2013-08-30,110.28,110.28,201403,201312
2013-09-02,110.52,110.52,201403,201312
2013-09-03,110.59,110.59,201403,201312
2013-09-04,110.08,110.08,201403,201312
2013-09-05,109.22,109.22,201403,201312
2013-09-06,109.38,109.38,201403,201312
2013-09-09,109.21,109.21,201403,201312
2013-09-10,109.02,109.02,201403,201312
2013-09-11,109.28,109.28,201403,201312
2013-09-12,109.27,109.27,201403,201312
2013-09-13,108.98,108.98,201403,201312
2013-09-16,109.7,109.7,201403,201312
2013-09-17,110.23,110.23,201403,201312
2013-09-18,110.44,110.44,201403,201312
2013-09-19,111.28,111.28,201403,201312
2013-09-20,111.33,111.33,201403,201312
2013-09-23,111.54,111.54,201403,201312
2013-09-24,111.85,111.85,201403,201312
2013-09-25,111.89,111.89,201403,201312
2013-09-26,111.04,111.04,201403,201312
2013-09-27,110.45,110.45,201403,201312
2013-09-30,110.38,108.84,201403,201312
2013-10-01,111.22,109.68,201403,201312
2013-10-02,112.15,110.61,201403,201312
2013-10-03,112.09,110.55,201403,201312
2013-10-04,112.65,111.11,201403,201312
2013-10-07,112.92,111.38,201403,201312
2013-10-08,112.46,110.96,201403,201312
