AUD,201612,0.0
BOBL,201612,-5.0
CAC,201611,0.0
COPPER,201612,-0.0
CORN,201712,-1.0
CRUDE_W,201712,-1.0
EDOLLAR,201912,0.0
EUROSTX,201612,0.0
GAS_US,201701,-2.0
GBP,201612,-0.0
GOLD,201612,-0.0
JPY,201612,-1.0
KR10,201612,-1.0
KR3,201612,0.0
LEANHOG,201706,-1.0
LIVECOW,201710,-2.0
MXP,201612,0.0
NASDAQ,201612,0.0
PALLAD,201612,0.0
PLAT,201701,-0.0
SOYBEAN,201711,1.0
SP500,201612,0.0
US2,201612,1.0
US5,201612,0.0
V2X,201612,-9.0
VIX,201612,-1.0
WHEAT,201712,-4.0
