Date,Settle,Open,High,Low,Last,Change,Volume,Open Interest
2009-04-01,95.925,95.955,95.965,95.92,,,43.0,163.0
2009-04-02,95.885,0.0,95.915,95.825,,,25.0,161.0
2009-04-03,95.69,95.835,95.865,95.69,,,50.0,204.0
2009-04-06,95.62,95.72,95.72,95.62,,,91.0,248.0
2009-04-07,95.61,95.65,95.65,95.61,,,48.0,213.0
2009-04-08,95.765,95.63,95.765,95.63,,,21.0,223.0
2009-04-09,95.685,95.71,95.73,95.685,,,106.0,321.0
2009-04-13,95.77,95.715,95.785,95.715,,,54.0,293.0
2009-04-14,95.855,95.76,95.87,95.76,,,3.0,290.0
2009-04-15,95.875,95.875,95.895,95.855,,,12.0,278.0
2009-04-16,95.855,95.845,95.885,95.845,,,32.0,307.0
2009-04-17,95.7,95.82,95.82,95.685,,,8.0,315.0
2009-04-20,95.81,95.78,95.81,95.78,,,23.0,310.0
2009-04-21,95.815,95.88,95.91,95.8,,,54.0,279.0
2009-04-22,95.77,95.915,95.915,95.77,,,141.0,240.0
2009-04-23,95.835,95.79,95.835,95.79,,,72.0,288.0
2009-04-24,95.78,0.0,95.805,95.765,,,154.0,348.0
2009-04-27,95.795,95.795,95.81,95.795,,,0.0,348.0
2009-04-28,95.74,95.815,95.815,95.735,,,87.0,435.0
2009-04-29,95.65,95.705,95.745,95.62,,,65.0,370.0
2009-04-30,95.615,0.0,95.64,95.615,,,29.0,399.0
2009-05-01,95.44,95.575,95.575,95.44,,,0.0,399.0
2009-05-04,95.41,95.46,95.46,95.41,,,33.0,375.0
2009-05-05,95.45,95.475,95.475,95.36,,,34.0,341.0
2009-05-06,95.465,95.43,95.49,95.43,,,17.0,327.0
2009-05-07,95.275,95.325,95.355,95.255,,,16.0,325.0
2009-05-08,95.265,95.175,95.325,95.175,,,5.0,325.0
2009-05-11,95.395,95.35,95.395,95.35,,,27.0,325.0
2009-05-12,95.41,95.325,95.42,95.325,,,36.0,309.0
2009-05-13,95.495,95.425,95.53,95.425,,,5.0,309.0
2009-05-14,95.465,95.505,95.505,95.44,,,8.0,309.0
2009-05-15,95.445,95.505,95.505,95.44,,,13.0,301.0
2009-05-18,95.365,95.515,95.515,95.365,,,15.0,286.0
2009-05-19,95.31,95.385,95.385,95.285,,,9.0,286.0
2009-05-20,95.33,95.31,95.33,95.26,,,20.0,276.0
2009-05-21,95.0,0.0,95.29,95.0,,,4.0,273.0
2009-05-22,94.795,94.99,95.0,94.795,,,40.0,263.0
2009-05-26,94.72,0.0,94.815,94.715,,,14.0,254.0
2009-05-27,94.235,94.65,94.65,94.22,,,0.0,254.0
2009-05-28,94.19,94.035,94.335,94.015,,,36.0,240.0
2009-05-29,94.705,94.31,94.705,94.31,,,15.0,245.0
2009-06-01,94.18,0.0,94.485,94.18,,,28.0,221.0
2009-06-02,94.245,94.27,94.3,94.105,,,35.0,246.0
2009-06-03,94.525,94.4,94.525,94.4,,,79.0,239.0
