Date,Settle,Open,High,Low,Volume,Prev. Day Open Interest
2016-10-20,24.6,24.6,24.6,24.6,2.0,0.0
2016-10-21,24.7,24.55,24.6,24.55,37.0,1.0
2016-10-24,24.55,0.0,0.0,0.0,0.0,38.0
2016-10-25,24.55,24.55,24.55,24.55,100.0,38.0
2016-10-26,24.55,24.6,24.65,24.6,120.0,138.0
2016-10-27,24.5,0.0,0.0,0.0,0.0,258.0
2016-10-28,24.65,24.65,24.8,24.65,135.0,243.0
2016-10-31,24.8,24.75,24.75,24.75,20.0,378.0
2016-11-01,24.95,24.8,25.0,24.8,103.0,378.0
2016-11-02,25.05,25.1,25.1,25.1,13.0,481.0
2016-11-03,25.05,25.15,25.15,25.15,69.0,494.0
2016-11-04,24.95,25.15,25.15,24.85,193.0,563.0
2016-11-07,24.4,0.0,0.0,0.0,0.0,559.0
2016-11-08,24.3,24.25,24.4,24.25,245.0,559.0
2016-11-09,24.1,24.5,24.7,24.0,153.0,750.0
2016-11-10,24.15,23.85,24.15,23.85,15.0,676.0
2016-11-11,24.4,24.25,24.35,24.25,375.0,677.0
2016-11-14,24.5,24.3,24.3,24.15,43.0,986.0
2016-11-15,24.35,24.45,24.45,24.45,300.0,1025.0
2016-11-16,24.65,24.4,24.65,24.4,563.0,1322.0
2016-11-17,24.55,24.65,24.65,24.6,1049.0,1699.0
2016-11-18,24.75,24.55,24.8,24.55,894.0,2685.0
2016-11-21,24.7,24.65,24.75,24.65,645.0,3921.0
2016-11-22,24.65,24.5,24.65,24.5,154.0,3996.0
2016-11-23,25.0,24.65,25.05,24.65,975.0,4663.0
2016-11-24,24.85,24.9,24.9,24.9,100.0,4642.0
2016-11-25,24.9,25.0,25.0,25.0,21.0,4662.0
2016-11-28,25.2,25.25,25.25,25.25,200.0,4662.0
2016-11-29,25.15,25.1,25.15,25.1,96.0,4739.0
2016-11-30,25.05,25.0,25.0,25.0,50.0,4647.0
2016-12-01,25.05,25.0,25.1,25.0,407.0,4450.0
2016-12-02,25.2,25.3,25.3,25.3,106.0,4485.0
2016-12-05,25.0,24.75,25.05,24.75,17.0,4450.0
2016-12-06,24.75,24.75,24.85,24.75,2.0,4440.0
2016-12-07,24.6,24.7,24.7,24.6,528.0,4942.0
2016-12-08,24.35,24.45,24.45,24.35,17.0,4923.0
2016-12-09,24.65,24.45,24.55,24.45,10.0,4907.0
2016-12-12,24.75,24.55,24.7,24.55,24.0,4927.0
2016-12-13,24.55,24.6,24.65,24.5,470.0,5210.0
2016-12-14,24.8,24.8,24.85,24.8,93.0,5179.0
2016-12-15,24.6,24.9,24.9,24.65,238.0,5256.0
2016-12-16,24.45,0.0,0.0,0.0,0.0,5246.0
2016-12-19,24.25,0.0,0.0,0.0,0.0,5246.0
2016-12-20,24.2,24.2,24.2,24.15,4.0,5250.0
2016-12-21,24.2,24.2,24.25,24.2,2.0,5251.0
2016-12-22,24.5,24.35,24.45,24.25,1019.0,5964.0
2016-12-23,24.4,0.0,0.0,0.0,0.0,5914.0
2016-12-27,24.35,24.05,24.35,24.05,205.0,5975.0
2016-12-28,24.45,24.35,24.35,24.35,1.0,5974.0
2016-12-29,24.75,24.15,24.55,24.15,63.0,0.0
2016-12-30,24.8,24.9,24.9,24.8,356.0,5885.0
2017-01-02,24.55,24.6,24.6,24.5,75.0,5909.0
2017-01-03,24.45,24.4,24.55,24.4,84.0,5990.0
2017-01-04,24.3,24.3,24.3,24.2,183.0,6109.0
2017-01-05,24.0,24.1,24.1,23.95,552.0,6520.0
2017-01-06,23.6,23.8,23.8,23.6,3247.0,9079.0
2017-01-09,23.4,23.6,23.6,23.35,91.0,9097.0
2017-01-10,23.35,23.35,23.35,23.25,48.0,9129.0
2017-01-11,23.4,23.55,23.55,23.35,62.0,9129.0
2017-01-12,23.6,23.5,23.65,23.5,433.0,9398.0
2017-01-13,23.45,23.45,23.5,23.35,175.0,8935.0
2017-01-16,23.45,23.55,23.55,23.45,63.0,8975.0
2017-01-17,23.35,23.45,23.7,23.4,208.0,9172.0
2017-01-18,23.15,23.25,23.25,23.0,100.0,9217.0
2017-01-19,22.95,23.05,23.05,22.95,380.0,9567.0
2017-01-20,22.7,22.8,22.8,22.7,36.0,9237.0
2017-01-23,22.75,22.75,22.8,22.65,351.0,9356.0
2017-01-24,22.6,22.65,22.65,22.5,704.0,9738.0
2017-01-25,22.1,22.25,22.25,22.0,176.0,9046.0
2017-01-26,22.05,22.05,22.05,22.05,286.0,9013.0
2017-01-27,22.05,22.1,22.1,22.05,26.0,9037.0
2017-01-30,22.4,22.25,22.45,22.2,201.0,9193.0
2017-01-31,22.3,22.3,22.3,22.2,332.0,9395.0
2017-02-01,22.2,22.05,22.25,22.05,801.0,0.0
2017-02-02,22.15,22.3,22.3,22.15,776.0,9474.0
2017-02-03,21.75,22.1,22.1,21.65,758.0,9212.0
2017-02-06,21.85,21.75,22.05,21.7,314.0,9158.0
2017-02-07,22.1,21.9,22.1,21.9,308.0,9154.0
2017-02-08,22.25,22.2,22.4,22.1,1890.0,10792.0
2017-02-09,21.85,22.1,22.15,21.85,762.0,9211.0
2017-02-10,22.05,21.9,22.05,21.9,1652.0,10151.0
