Date,Settle,Open,High,Low,Volume,Prev. Day Open Interest
2016-03-09,138.78,0.0,0.0,0.0,0.0,0.0
2016-03-10,138.73,0.0,0.0,0.0,0.0,0.0
2016-03-11,140.96,0.0,0.0,0.0,0.0,0.0
2016-03-14,140.98,0.0,0.0,0.0,0.0,0.0
2016-03-15,140.86,0.0,0.0,0.0,0.0,0.0
2016-03-16,140.67,0.0,0.0,0.0,0.0,0.0
2016-03-17,141.23,0.0,0.0,0.0,0.0,0.0
2016-03-18,141.19,0.0,0.0,0.0,0.0,0.0
2016-03-21,141.37,0.0,0.0,0.0,0.0,0.0
2016-03-22,141.32,0.0,0.0,0.0,0.0,0.0
2016-03-23,141.01,0.0,0.0,0.0,0.0,0.0
2016-03-24,140.98,0.0,0.0,0.0,0.0,0.0
2016-03-29,141.63,0.0,0.0,0.0,0.0,0.0
2016-03-30,141.89,0.0,0.0,0.0,0.0,0.0
2016-03-31,141.87,0.0,0.0,0.0,0.0,0.0
2016-04-01,141.89,0.0,0.0,0.0,0.0,0.0
2016-04-04,141.56,0.0,0.0,0.0,0.0,0.0
2016-04-05,141.34,0.0,0.0,0.0,0.0,0.0
2016-04-06,141.11,0.0,0.0,0.0,0.0,0.0
2016-04-07,139.91,0.0,0.0,0.0,0.0,0.0
2016-04-08,140.77,0.0,0.0,0.0,0.0,0.0
2016-04-11,140.5,0.0,0.0,0.0,0.0,0.0
2016-04-12,140.18,0.0,0.0,0.0,0.0,0.0
2016-04-13,140.87,0.0,0.0,0.0,0.0,0.0
2016-04-14,140.37,0.0,0.0,0.0,0.0,0.0
2016-04-15,140.54,0.0,0.0,0.0,0.0,0.0
2016-04-18,140.45,0.0,0.0,0.0,0.0,0.0
2016-04-19,139.97,0.0,0.0,0.0,0.0,0.0
2016-04-20,140.03,0.0,0.0,0.0,0.0,0.0
2016-04-21,139.42,0.0,0.0,0.0,0.0,0.0
2016-04-22,139.22,0.0,0.0,0.0,0.0,0.0
2016-04-25,138.68,0.0,0.0,0.0,0.0,0.0
2016-04-26,138.69,0.0,0.0,0.0,0.0,0.0
2016-04-27,138.94,0.0,0.0,0.0,0.0,0.0
2016-04-28,139.55,0.0,0.0,0.0,0.0,0.0
2016-04-29,139.2,0.0,0.0,0.0,0.0,0.0
2016-05-02,139.32,0.0,0.0,0.0,0.0,0.0
2016-05-03,139.46,0.0,0.0,0.0,0.0,0.0
2016-05-04,139.29,0.0,0.0,0.0,0.0,0.0
2016-05-05,139.08,0.0,0.0,0.0,0.0,0.0
2016-05-06,139.28,136.05,136.05,136.05,1.0,0.0
2016-05-09,139.35,140.35,140.35,140.35,1.0,1.0
2016-05-10,139.59,0.0,0.0,0.0,0.0,1.0
2016-05-11,139.66,0.0,0.0,0.0,0.0,1.0
2016-05-12,139.21,0.0,0.0,0.0,0.0,0.0
2016-05-13,139.51,0.0,0.0,0.0,0.0,0.0
2016-05-16,139.36,0.0,0.0,0.0,0.0,0.0
2016-05-17,139.77,0.0,0.0,0.0,0.0,0.0
2016-05-18,139.29,0.0,0.0,0.0,0.0,0.0
2016-05-19,139.13,0.0,0.0,0.0,0.0,0.0
2016-05-20,139.3,0.0,0.0,0.0,0.0,0.0
2016-05-23,139.26,0.0,0.0,0.0,0.0,0.0
2016-05-24,139.84,0.0,0.0,0.0,0.0,0.0
2016-05-25,140.65,0.0,0.0,0.0,0.0,0.0
