Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2017-03-22,124.68,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-23,124.97,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-24,125.04,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-27,124.82,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-28,124.97,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-29,125.05,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-30,124.9,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-31,124.95,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-03,124.69,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-04,124.84,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-05,125.16,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,125.18,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,125.19,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-10,124.65,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-11,124.16,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-12,124.22,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-13,124.69,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-14,124.82,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-17,124.88,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-18,124.92,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-19,124.82,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-20,125.34,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-21,125.14,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-24,125.02,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-25,124.52,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-26,124.63,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-27,124.48,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-28,124.63,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-02,124.71,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-04,124.39,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-08,124.3,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-10,124.32,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-11,123.82,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-12,123.52,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-15,123.52,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-16,123.91,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-17,123.77,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-18,123.93,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-19,124.45,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-22,124.38,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-23,123.96,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-24,123.95,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-25,124.08,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-26,124.07,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-29,124.27,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-30,124.19,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-31,124.46,0.0,0.0,0.0,0.0,0.0,0.0
